,Timestamp,Rain_mm,DailyRain_mm,WindSpeed_mean,Chlorophyll_ugL,Depth_m,DissolvedOxygen_mgL,DO_Saturation_percent,pH,Salinity_psu,Conductivity_mScm,Temperature_C,Turbidity_NTU
0,2024/12/26 0:00,0,100.8,0.739,3.24,0.379,2.74,38.69,7.4,12.92,21.648,29.62,4.54
1,2024/12/26 0:10,0,0,0.883,3.28,0.38,2.73,38.45,7.39,12.54,21.065,29.595,4.67
2,2024/12/26 0:20,0,0,0.71,3.35,0.378,2.72,38.22,7.38,12.38,20.819,29.592,4.89
3,2024/12/26 0:30,0,0,0.547,3.26,0.378,2.71,38.04,7.38,12.04,20.296,29.632,4.9
4,2024/12/26 0:40,0,0,0.653,3.39,0.376,2.7,37.87,7.36,11.72,19.791,29.609,5.1
5,2024/12/26 0:50,0,0,0.666,3.42,0.377,2.7,37.79,7.35,11.32,19.178,29.578,5.62
6,2024/12/26 1:00,0,0,0.483,3.57,0.374,2.72,37.94,7.34,10.76,18.296,29.572,5.83
7,2024/12/26 1:10,0,0,0.447,3.61,0.375,2.76,38.31,7.33,10.3,17.578,29.595,5.81
8,2024/12/26 1:20,0,0,0.531,3.72,0.372,2.8,38.84,7.32,9.68,16.602,29.57,6.16
9,2024/12/26 1:30,0,0,0.338,3.71,0.372,2.81,38.91,7.31,9.39,16.146,29.594,6.45
10,2024/12/26 1:40,0,0,0.33,3.84,0.369,2.85,39.34,7.3,8.89,15.354,29.581,6.65
11,2024/12/26 1:50,0,0,0.552,3.87,0.369,2.88,39.69,7.3,8.46,14.665,29.598,6.85
12,2024/12/26 2:00,0,0,0.513,3.92,0.366,2.94,40.33,7.29,7.93,13.818,29.589,7.32
13,2024/12/26 2:10,0,0,1.103,3.96,0.364,3.04,41.53,7.28,7.17,12.582,29.526,7.63
14,2024/12/26 2:20,0,0,0.813,4,0.363,3.01,41.08,7.27,7.39,12.939,29.542,7.73
15,2024/12/26 2:30,0,0,0.37,4.03,0.362,3.03,41.3,7.26,7.11,12.486,29.558,7.69
16,2024/12/26 2:40,0,0,0.416,4.18,0.361,3.06,41.67,7.26,6.88,12.11,29.529,7.8
17,2024/12/26 2:50,0,0,0.486,4.31,0.362,3.04,41.38,7.25,6.38,11.293,29.567,7.67
18,2024/12/26 3:00,0,0,0.745,4.16,0.358,2.82,38.89,7.28,9.27,15.95,29.519,6.28
19,2024/12/26 3:10,0,0,0.554,4.03,0.36,2.75,38.23,7.3,10.21,17.434,29.531,6.14
20,2024/12/26 3:20,0,0,0.937,3.91,0.359,2.81,39.02,7.31,10.15,17.35,29.49,6.17
21,2024/12/26 3:30,0,0,1.203,3.89,0.361,2.83,39.19,7.32,10.19,17.409,29.446,5.91
22,2024/12/26 3:40,0,0,0.983,3.84,0.362,2.83,39.23,7.32,10.07,17.22,29.449,6.01
23,2024/12/26 3:50,0,0,0.975,3.82,0.362,2.94,40.71,7.33,10.4,17.73,29.23,5.61
24,2024/12/26 4:00,0,0,1.037,3.9,0.362,3.01,41.6,7.35,10.48,17.847,29.088,5.24
25,2024/12/26 4:10,0,0,1.098,3.86,0.366,2.99,41.25,7.35,10.65,18.115,29.128,5.11
26,2024/12/26 4:20,0,0,1.046,3.97,0.365,2.98,41.36,7.37,11.69,19.744,29.135,4.69
27,2024/12/26 4:30,0,0,0.815,3.8,0.368,3.04,42.21,7.39,11.93,20.102,28.981,4.63
28,2024/12/26 4:40,0,0,0.695,3.95,0.369,3.12,43.91,7.45,14.17,23.535,28.99,4.39
29,2024/12/26 4:50,0,0,0.99,4.08,0.37,3.23,45.87,7.51,15.67,25.797,29.001,4.18
30,2024/12/26 5:00,0,0,0.689,3.95,0.37,3.36,47.68,7.55,16.12,26.469,28.928,3.91
31,2024/12/26 5:10,0,0,0.713,3.96,0.371,3.38,48.28,7.59,17.08,27.913,29.059,3.95
32,2024/12/26 5:20,0,0,0.499,3.99,0.371,3.36,48.39,7.62,17.8,28.983,29.2,3.99
33,2024/12/26 5:30,0,0,0.883,3.92,0.371,3.41,49.11,7.64,17.79,28.961,29.182,3.76
34,2024/12/26 5:40,0,0,0.379,3.82,0.371,3.44,49.76,7.67,18.6,30.163,29.244,3.79
35,2024/12/26 5:50,0,0,0.435,3.87,0.372,3.49,50.85,7.71,19.68,31.749,29.339,3.78
36,2024/12/26 6:00,0,0,0.409,3.97,0.371,3.48,51,7.73,20.08,32.341,29.457,3.85
37,2024/12/26 6:10,0,0,0.798,3.64,0.374,3.51,51.63,7.76,20.64,33.148,29.522,3.98
38,2024/12/26 6:20,0,0,0.994,3.43,0.376,3.56,52.7,7.8,21.56,34.496,29.605,3.92
39,2024/12/26 6:30,0,0,0.95,3.1,0.38,3.73,55.59,7.85,22.58,35.971,29.676,4.28
40,2024/12/26 6:40,0,0,0.476,2.89,0.38,3.87,57.73,7.89,23.07,36.67,29.627,4.67
41,2024/12/26 6:50,0,0,1.525,2.99,0.381,3.92,58.62,7.9,23.33,37.032,29.612,4.46
42,2024/12/26 7:00,0,0,1.238,2.97,0.38,3.99,59.74,7.91,23.61,37.435,29.582,7.35
43,2024/12/26 7:10,0,0,1.402,2.98,0.383,4.07,60.9,7.93,23.93,37.888,29.525,6.07
44,2024/12/26 7:20,0,0,1.509,3.49,0.382,4.1,61.31,7.93,23.71,37.578,29.467,4.18
45,2024/12/26 7:30,0,0,1.786,4.59,0.382,4.17,62.22,7.93,23.7,37.557,29.406,3.83
46,2024/12/26 7:40,0,0,1.334,3.81,0.382,4.24,63.47,7.95,24.18,38.244,29.403,4.18
47,2024/12/26 7:50,0,0,1.772,3.76,0.384,4.31,64.64,7.96,24.57,38.793,29.412,3.85
48,2024/12/26 8:00,0,0,1.616,3.72,0.384,4.36,65.54,7.98,24.91,39.284,29.424,4.28
49,2024/12/26 8:10,0,0,1.872,3.36,0.386,4.44,67.04,8,25.58,40.235,29.443,4
50,2024/12/26 8:20,0,0,1.884,3.3,0.386,4.54,68.7,8.03,26.07,40.927,29.422,4.02
51,2024/12/26 8:30,0,0,1.723,3.24,0.387,4.62,69.95,8.04,26.26,41.197,29.402,3.83
52,2024/12/26 8:40,0,0,2.182,3.6,0.385,4.68,70.94,8.05,26.4,41.384,29.418,3.5
53,2024/12/26 8:50,0,0,2.007,5.77,0.388,4.84,73.12,8.03,25.67,40.366,29.524,3.37
54,2024/12/26 9:00,0,0,2.09,5.85,0.389,4.81,72.5,8.01,25.09,39.54,29.594,3.22
55,2024/12/26 9:10,0,0,1.796,5.38,0.389,4.82,72.87,8.02,25.43,40.029,29.578,3.44
56,2024/12/26 9:20,0,0,1.79,5.78,0.387,4.53,68.27,7.99,24.8,39.139,29.58,3.74
57,2024/12/26 9:30,0,0,1.412,4.03,0.388,4.12,61.87,7.94,24.55,38.778,29.469,5.59
58,2024/12/26 9:40,0,0,1.483,3.62,0.386,4.13,61.94,7.92,24.27,38.38,29.47,5.96
59,2024/12/26 9:50,0,0,1.465,3.38,0.391,3.94,58.88,7.87,23.75,37.638,29.461,5.53
60,2024/12/26 10:00,0,0,1.183,3.34,0.394,3.86,57.6,7.86,23.56,37.367,29.418,5.58
61,2024/12/26 10:10,0,0,1.613,3.35,0.401,3.96,59.13,7.88,23.12,36.742,29.663,6.62
62,2024/12/26 10:20,0,0,1.865,3.78,0.399,3.76,55.84,7.83,22.04,35.189,29.638,7.54
63,2024/12/26 10:30,0,0,2.672,3.64,0.4,3.61,53.41,7.79,21.64,34.606,29.624,9.63
64,2024/12/26 10:40,0,0,2.669,3.48,0.394,3.49,51.57,7.74,21.3,34.108,29.555,10.32
65,2024/12/26 10:50,0,0,2.966,3.16,0.394,3.49,51.54,7.76,21.61,34.561,29.558,11.07
66,2024/12/26 11:00,0,0,2.554,3.16,0.393,3.47,51.36,7.75,21.42,34.285,29.643,9.17
67,2024/12/26 11:10,0,0,2.241,3.54,0.393,3.51,52.01,7.74,21.32,34.145,29.735,9.11
68,2024/12/26 11:20,0,0,2.662,3.65,0.389,3.4,50.19,7.71,20.85,33.472,29.703,10.96
69,2024/12/26 11:30,0,0,2.761,3.86,0.389,3.34,49.22,7.69,20.5,32.964,29.752,9.22
70,2024/12/26 11:40,0,0,1.986,3.46,0.384,3.31,48.77,7.68,20.34,32.734,29.782,9.14
71,2024/12/26 11:50,0,0,1.824,3.22,0.388,3.28,48.38,7.67,20.4,32.81,29.774,8.65
75,2024/12/26 12:00,0,0,2.352,3.33,0.384,3.24,47.66,7.65,19.96,32.178,29.807,7.39
76,2024/12/26 12:10,0,0,1.921,3.45,0.383,3.19,46.78,7.62,19.44,31.413,29.858,7.58
77,2024/12/26 12:20,0,0,1.642,3.39,0.381,3.19,46.92,7.62,19.38,31.329,29.904,5.27
78,2024/12/26 12:30,0,0,0.739,3.2,0.382,3.14,46.01,7.6,19,30.774,29.887,4.53
79,2024/12/26 12:40,0,0,1.662,3.52,0.38,3.15,45.97,7.57,18.46,29.982,29.856,5.51
80,2024/12/26 12:50,0,0,2.237,3.17,0.379,3.07,44.79,7.56,18.38,29.862,29.895,4.98
81,2024/12/26 13:00,0,0,1.52,3.09,0.378,3.03,44.16,7.55,18.15,29.513,29.891,4.88
82,2024/12/26 13:10,0,0,1.403,3.19,0.374,3.01,43.78,7.53,17.84,29.065,29.875,4.62
83,2024/12/26 13:20,0,0,1.105,3.31,0.371,2.98,43.31,7.52,17.51,28.572,29.887,4.87
84,2024/12/26 13:30,0,0,1.788,3.12,0.371,2.97,43.16,7.51,17.29,28.244,29.892,4.53
85,2024/12/26 13:40,0,0,1.871,3.12,0.367,2.96,42.99,7.5,17.08,27.937,29.913,4.58
86,2024/12/26 13:50,0,0,1.152,3.07,0.367,2.92,42.29,7.49,16.88,27.634,29.927,4.34
87,2024/12/26 14:00,0,0,1.978,3.03,0.364,2.92,42.25,7.48,16.66,27.309,29.935,4.27
88,2024/12/26 14:10,0,0,1.503,3.13,0.362,2.92,42.32,7.47,16.52,27.106,29.942,4.29
89,2024/12/26 14:20,0,0,1.093,3.13,0.358,2.93,42.32,7.46,16.29,26.761,29.996,4.22
90,2024/12/26 14:30,0,0,1.405,3.08,0.361,2.93,42.31,7.46,16.04,26.383,30.033,4.18
91,2024/12/26 14:40,0,0,1.437,2.96,0.36,2.94,42.49,7.45,15.82,26.055,30.104,4.14
92,2024/12/26 14:50,0,0,1.484,3.24,0.357,2.95,42.67,7.44,15.57,25.678,30.189,4.04
93,2024/12/26 15:00,0,0,1.423,3.17,0.355,2.99,43.17,7.43,15.47,25.535,30.221,4.2
94,2024/12/26 15:10,0,0,1.422,3.19,0.354,2.96,42.87,7.43,15.42,25.464,30.262,3.91
95,2024/12/26 15:20,0,0,1.615,3.44,0.353,3.04,44.05,7.41,15.25,25.207,30.425,3.98
96,2024/12/26 15:30,0,0,2.014,3.37,0.352,3.04,44.03,7.42,15.34,25.345,30.438,4.09
97,2024/12/26 15:40,0,0,2.105,3.66,0.351,3.02,43.82,7.41,15.23,25.185,30.472,3.88
98,2024/12/26 15:50,0,0,2.869,3.61,0.351,3.16,45.9,7.42,15.3,25.285,30.581,3.66
99,2024/12/26 16:00,0,0,3.002,3.6,0.352,3.1,45.1,7.42,15.49,25.576,30.622,3.88
100,2024/12/26 16:10,0,0,2.995,3.65,0.353,3.13,45.58,7.43,15.79,26.025,30.635,4.04
101,2024/12/26 16:20,0,0,2.836,3.74,0.35,3.14,45.85,7.44,15.94,26.25,30.583,4.22
102,2024/12/26 16:30,0,0,2.888,4.29,0.349,3.23,47.31,7.46,16.52,27.123,30.619,4.12
103,2024/12/26 16:40,0,0,2.823,4.61,0.35,3.3,48.23,7.47,16.36,26.88,30.639,5.21
104,2024/12/26 16:50,0,0,2.707,4.68,0.35,3.42,50.3,7.5,16.76,27.487,30.771,4.06
105,2024/12/26 17:00,0,0,2.751,4.68,0.348,3.45,50.75,7.5,16.66,27.33,30.797,4.04
106,2024/12/26 17:10,0,0,2.234,4.84,0.349,3.51,51.45,7.49,16.3,26.789,30.716,3.69
107,2024/12/26 17:20,0,0,2.45,5.3,0.348,3.43,50.29,7.49,16.62,27.27,30.763,3.77
108,2024/12/26 17:30,0,0,2.373,5.12,0.351,3.5,51.38,7.51,16.63,27.296,30.761,3.85
109,2024/12/26 17:40,0,0,2.424,4.53,0.352,3.54,52.18,7.52,17.46,28.532,30.76,3.67
110,2024/12/26 17:50,0,0,2.307,4.46,0.353,3.63,53.61,7.54,17.64,28.798,30.841,3.84
111,2024/12/26 18:00,0,0,1.959,4.34,0.351,3.59,53,7.54,17.77,28.98,30.767,3.79
112,2024/12/26 18:10,0,0,1.724,4.18,0.354,3.58,52.99,7.55,18.02,29.347,30.731,3.67
113,2024/12/26 18:20,0,0,1.547,3.97,0.354,3.58,53.01,7.59,18.68,30.323,30.68,3.62
114,2024/12/26 18:30,0,0,1.46,4.43,0.357,3.74,55.42,7.6,18.58,30.184,30.747,3.71
115,2024/12/26 18:40,0,0,1.386,4.65,0.358,3.86,57.26,7.61,18.83,30.554,30.707,3.73
116,2024/12/26 18:50,0,0,1.406,4.75,0.361,3.86,57.23,7.6,18.48,30.039,30.688,3.63
117,2024/12/26 19:00,0,0,1.274,4.73,0.36,3.91,58,7.61,18.95,30.721,30.653,3.76
118,2024/12/26 19:10,0,0,1.406,4.72,0.361,3.98,59.18,7.63,19.32,31.272,30.636,3.64
119,2024/12/26 19:20,0,0,1.229,4.74,0.361,3.99,59.34,7.64,19.52,31.565,30.601,3.54
120,2024/12/26 19:30,0,0,1.335,5.15,0.363,3.89,57.87,7.63,19.57,31.635,30.593,3.66
121,2024/12/26 19:40,0,0,1.252,5.06,0.363,3.82,56.49,7.6,18.74,30.415,30.568,3.32
122,2024/12/26 19:50,0,0,1.242,4.7,0.365,3.94,58.41,7.61,19.2,31.08,30.55,3.47
123,2024/12/26 20:00,0,0,1.101,4.29,0.363,3.84,56.71,7.6,18.64,30.26,30.46,3.35
124,2024/12/26 20:10,0,0,1.042,4.09,0.366,3.8,56.19,7.6,18.64,30.264,30.58,3.23
125,2024/12/26 20:20,0,0,0.784,4.1,0.366,3.89,57.18,7.62,18.63,30.235,30.22,3.31
126,2024/12/26 20:30,0,0,0.547,4.01,0.368,3.84,56.35,7.62,18.64,30.249,30.12,3.3
127,2024/12/26 20:40,0,0,0.425,3.71,0.368,3.8,55.62,7.62,18.62,30.208,29.928,3.51
128,2024/12/26 20:50,0,0,0.446,3.89,0.37,3.62,53.21,7.6,18.58,30.168,30.184,3.73
129,2024/12/26 21:00,0,0,0.392,3.76,0.368,3.65,53.13,7.58,17.87,29.107,29.848,3.79
130,2024/12/26 21:10,0,0,0.546,3.46,0.37,3.73,54.14,7.58,17.62,28.728,29.7,3.58
131,2024/12/26 21:20,0,0,0.432,3.48,0.37,3.69,53.62,7.58,17.95,29.216,29.732,3.6
132,2024/12/26 21:30,0,0,0.813,3.38,0.374,3.64,52.77,7.57,17.7,28.847,29.749,3.74
133,2024/12/26 21:40,0,0,1.26,3.35,0.374,3.59,52.05,7.57,17.6,28.697,29.739,3.69
134,2024/12/26 21:50,0,0,1.226,3.28,0.378,3.55,51.47,7.57,17.51,28.563,29.693,3.61
135,2024/12/26 22:00,0,0,0.57,3.26,0.377,3.42,49.47,7.55,17.32,28.282,29.676,3.91
136,2024/12/26 22:10,0,0,0.589,3.11,0.379,3.35,48.44,7.54,17.37,28.354,29.669,3.75
137,2024/12/26 22:20,0,0,0.843,3.17,0.381,3.26,46.92,7.51,16.54,27.114,29.62,4.15
138,2024/12/26 22:30,0,0,0.673,3.18,0.383,3.31,47.74,7.52,16.63,27.253,29.636,3.61
139,2024/12/26 22:40,0,0,0.78,3.1,0.382,3.22,46.47,7.52,16.78,27.485,29.66,3.52
140,2024/12/26 22:50,0,0,0.875,3.09,0.382,3.03,43.66,7.49,16.74,27.415,29.671,3.98
141,2024/12/26 23:00,0,0,0.85,3.09,0.381,3,43.09,7.48,16.49,27.04,29.575,4.14
142,2024/12/26 23:10,0,0,1.092,3,0.382,2.98,42.91,7.48,16.32,26.787,29.664,4
143,2024/12/26 23:20,0,0,1.032,2.92,0.381,2.86,41.14,7.46,16.27,26.716,29.706,3.84
144,2024/12/26 23:30,0,0,0.888,2.92,0.379,2.81,40.42,7.45,16.21,26.634,29.724,3.81
145,2024/12/26 23:40,0,0,0.83,3.05,0.378,2.8,40.24,7.44,15.97,26.269,29.671,4.04
146,2024/12/26 23:50,0,0,1.447,2.97,0.379,2.74,39.36,7.43,15.79,25.997,29.683,3.88
147,2024/12/27 0:00,0,0,1.499,3.08,0.376,2.72,38.94,7.41,15.56,25.651,29.644,4.1
148,2024/12/27 0:10,0,0,1.585,3.02,0.376,2.69,38.5,7.41,15.34,25.327,29.691,3.85
149,2024/12/27 0:20,0,0,1.267,3.02,0.376,2.71,38.71,7.41,15.02,24.849,29.731,3.73
150,2024/12/27 0:30,0,0,1.195,3.13,0.376,2.69,38.36,7.4,14.83,24.561,29.699,3.83
151,2024/12/27 0:40,0,0,1.121,3.07,0.374,2.67,38.05,7.4,14.53,24.106,29.725,3.91
152,2024/12/27 0:50,0,0,0.881,3.09,0.374,2.7,38.41,7.39,13.98,23.26,29.727,3.86
153,2024/12/27 1:00,0,0,0.867,3.14,0.371,2.67,37.98,7.39,13.8,22.993,29.724,4
154,2024/12/27 1:10,0,0,0.736,3.15,0.371,2.67,37.88,7.37,13.34,22.287,29.737,4.14
155,2024/12/27 1:20,0,0,1.136,3.29,0.368,2.74,38.63,7.36,12.71,21.33,29.672,4.51
156,2024/12/27 1:30,0,0,1.07,3.32,0.369,2.75,38.71,7.35,12.39,20.829,29.681,4.45
157,2024/12/27 1:40,0,0,0.925,3.42,0.367,2.77,38.89,7.35,12.04,20.296,29.68,4.78
158,2024/12/27 1:50,0,0,1.005,3.56,0.365,2.83,39.51,7.34,11.26,19.083,29.638,5.13
159,2024/12/27 2:00,0,0,1.173,3.45,0.362,2.85,39.8,7.33,11.01,18.695,29.645,5.2
160,2024/12/27 2:10,0,0,1.251,3.67,0.361,2.86,39.9,7.33,10.53,17.945,29.63,5.45
161,2024/12/27 2:20,0,0,1.579,3.58,0.36,2.91,40.47,7.33,10.32,17.619,29.61,5.58
162,2024/12/27 2:30,0,0,1.093,3.67,0.359,2.92,40.49,7.32,9.76,16.729,29.607,5.6
163,2024/12/27 2:40,0,0,1.471,3.76,0.357,3,41.45,7.32,9.43,16.213,29.58,5.96
164,2024/12/27 2:50,0,0,1.75,3.8,0.359,3.02,41.71,7.31,9.01,15.537,29.593,6.07
165,2024/12/27 3:00,0,0,1.627,3.97,0.356,3.16,43.35,7.31,8.5,14.723,29.35,6.5
166,2024/12/27 3:10,0,0,1.928,4.08,0.356,3.2,43.75,7.3,8.08,14.054,29.331,6.62
167,2024/12/27 3:20,0,0,1.823,4.18,0.356,3.25,44.23,7.3,7.89,13.752,29.212,6.78
168,2024/12/27 3:30,0,0,1.759,4.03,0.354,2.84,39.51,7.3,10.98,18.644,29.414,6.27
169,2024/12/27 3:40,0,0,1.642,3.69,0.355,2.69,37.76,7.32,12.42,20.878,29.537,5.18
170,2024/12/27 3:50,0,0,1.504,4.12,0.354,3.06,42.32,7.32,10.02,17.132,29.391,5.76
171,2024/12/27 4:00,0,0,1.511,3.94,0.355,2.99,41.38,7.31,10.01,17.124,29.392,5.5
172,2024/12/27 4:10,0,0,1.817,3.79,0.354,3.11,42.9,7.33,10.38,17.704,29.145,5.67
173,2024/12/27 4:20,0,0,1.876,3.78,0.354,3.15,43.39,7.34,10.37,17.674,29.022,5.35
174,2024/12/27 4:30,0,0,1.562,3.72,0.357,3.11,42.99,7.34,11.19,18.959,28.977,4.74
175,2024/12/27 4:40,0,0,1.538,3.58,0.357,3.06,42.5,7.36,12.42,20.857,28.905,4.61
176,2024/12/27 4:50,0,0,1.397,3.6,0.357,3.13,43.61,7.39,13.35,22.281,28.738,3.92
177,2024/12/27 5:00,0,0,1.326,3.42,0.356,3.06,43.26,7.43,15.62,25.718,28.78,3.88
178,2024/12/27 5:10,0,0,1.19,3.57,0.359,3.18,45.1,7.48,16.51,27.053,28.762,3.9
179,2024/12/27 5:20,0,0,0.775,3.6,0.36,3.14,44.7,7.5,17.28,28.2,28.805,4.29
180,2024/12/27 5:30,0,0,0.532,3.49,0.363,3.14,44.94,7.52,17.8,28.972,28.824,4.41
181,2024/12/27 5:40,0,0,0.63,3.35,0.364,3.15,45.79,7.58,19.63,31.665,29.228,5.54
182,2024/12/27 5:50,0,0,0.997,3.38,0.363,3.13,45.76,7.61,20.21,32.516,29.348,6.2
183,2024/12/27 6:00,0,0,0.949,3.14,0.363,3.2,47.21,7.66,21.24,34.019,29.455,9.95
184,2024/12/27 6:10,0,0,0.592,3.11,0.365,3.22,47.65,7.68,21.65,34.613,29.512,8.16
185,2024/12/27 6:20,0,0,0.902,3.23,0.364,3.36,49.57,7.71,21.92,35.004,29.398,6.52
186,2024/12/27 6:30,0,0,1.246,3.11,0.364,3.4,50.41,7.73,22.32,35.575,29.403,5.96
187,2024/12/27 6:40,0,0,1.823,3.12,0.36,3.53,52.32,7.75,22.81,36.277,29.343,7.98
188,2024/12/27 6:50,0,0,1.77,3.3,0.36,3.69,54.61,7.77,23.12,36.723,29.17,11.1
189,2024/12/27 7:00,0,0,1.831,3.23,0.361,3.84,56.8,7.8,23.35,37.04,28.957,7.36
190,2024/12/27 7:10,0,0,2.13,3.25,0.364,4,59.06,7.82,23.7,37.542,28.797,8.2
191,2024/12/27 7:20,0,0,2.599,3.49,0.359,4.14,61.13,7.85,24.07,38.064,28.703,7.52
192,2024/12/27 7:30,0,0,2.055,3.64,0.362,4.26,63.03,7.87,24.48,38.639,28.617,8.36
193,2024/12/27 7:40,0,0,2.231,3.38,0.362,4.39,64.94,7.89,24.8,39.099,28.504,8.78
194,2024/12/27 7:50,0,0,1.94,4.97,0.363,4.54,67.14,7.89,24.78,39.067,28.492,4.9
195,2024/12/27 8:00,0,0,2.388,5.03,0.366,4.6,68.15,7.91,25.13,39.555,28.467,5.31
196,2024/12/27 8:10,0,0,2.103,5.29,0.368,4.75,70.42,7.92,25.12,39.546,28.504,4.38
197,2024/12/27 8:20,0,0,2.11,5.71,0.369,4.85,72.09,7.95,25.63,40.263,28.506,4.56
198,2024/12/27 8:30,0,0,1.835,5.22,0.368,4.96,73.97,7.98,26.16,41.014,28.485,5.38
199,2024/12/27 8:40,0,0,1.633,4.56,0.367,5.09,76.09,8.01,26.86,41.996,28.5,4.01
200,2024/12/27 8:50,0,0,1.524,5.08,0.368,5.25,78.79,8.05,27.7,43.168,28.447,4.24
201,2024/12/27 9:00,0,0,0.95,4.4,0.365,5.28,79.41,8.06,27.99,43.583,28.471,4.03
202,2024/12/27 9:10,0,0,1.316,3.13,0.365,5.3,79.87,8.07,28.29,44.002,28.505,3.58
203,2024/12/27 9:20,0,0,1.694,3.62,0.363,5.29,79.65,8.06,28.2,43.873,28.494,3.75
204,2024/12/27 9:30,0,0,2.172,3.32,0.363,5.3,79.76,8.04,27.84,43.37,28.533,4.54
205,2024/12/27 9:40,0,0,2.102,4.75,0.363,5.29,79.62,8.06,27.91,43.473,28.551,4.27
206,2024/12/27 9:50,0,0,1.713,4.1,0.364,5.17,77.59,8.04,27.39,42.737,28.526,4.9
207,2024/12/27 10:00,0,0,1.546,4.97,0.367,5.01,74.92,7.98,26.19,41.059,28.672,5.33
208,2024/12/27 10:10,0,0,1.721,4.54,0.366,4.66,69.46,7.93,25.69,40.355,28.677,6.16
209,2024/12/27 10:20,0,0,2.066,3.71,0.363,4.02,59.6,7.83,25,39.378,28.604,7.26
210,2024/12/27 10:30,0,0,2.389,3.89,0.377,4.56,67.97,7.91,25.24,39.734,28.789,5.51
211,2024/12/27 10:40,0,0,1.973,4.4,0.38,4.47,66.48,7.88,24.57,38.777,28.944,6
212,2024/12/27 10:50,0,0,2.355,3.74,0.384,4.04,59.83,7.82,23.9,37.83,28.901,8.11
213,2024/12/27 11:00,0,0,2.63,3.34,0.375,3.81,56.26,7.76,23.47,37.21,28.869,11.17
214,2024/12/27 11:10,0,0,3.137,3.53,0.371,3.68,54.34,7.72,23.12,36.709,28.967,13.75
215,2024/12/27 11:20,0,0,3.235,3.65,0.37,3.64,53.78,7.7,22.83,36.295,29.053,12.27
216,2024/12/27 11:30,0,0,3.002,3.69,0.37,3.61,53.28,7.69,22.57,35.923,29.091,10.55
217,2024/12/27 11:40,0,0,3.197,4.08,0.367,3.59,53.09,7.68,22.18,35.375,29.338,8.24
218,2024/12/27 11:50,0,0,3.121,3.88,0.366,3.5,51.68,7.66,21.86,34.922,29.44,7.75
219,2024/12/27 12:00,0,0,3.238,3.62,0.361,3.35,49.34,7.62,21.82,34.857,29.276,21.48
223,2024/12/27 12:10,0,0,2.707,3.54,0.36,3.31,48.78,7.6,21.52,34.42,29.42,16.88
224,2024/12/27 12:20,0,0,3.159,3.76,0.356,3.27,48.28,7.59,21.21,33.977,29.51,14.56
225,2024/12/27 12:30,0,0,3.597,3.63,0.355,3.22,47.36,7.57,21,33.677,29.521,16.43
226,2024/12/27 12:40,0,0,3.491,3.68,0.353,3.21,47.35,7.56,20.75,33.317,29.667,12.75
227,2024/12/27 12:50,0,0,3.268,3.65,0.354,3.2,47.18,7.55,20.52,32.995,29.729,10.77
228,2024/12/27 13:00,0,0,3.039,3.81,0.352,3.22,47.6,7.54,20.23,32.568,29.924,8.16
229,2024/12/27 13:10,0,0,3.637,4.03,0.351,3.25,48.09,7.54,19.94,32.16,30.114,5.38
230,2024/12/27 13:20,0,0,3.131,3.93,0.349,3.25,47.91,7.52,19.66,31.747,30.053,5.76
231,2024/12/27 13:30,0,0,2.916,3.67,0.348,3.21,47.22,7.51,19.43,31.413,30.06,5.82
232,2024/12/27 13:40,0,0,3.448,3.67,0.347,3.15,46.46,7.5,19.27,31.169,30.096,5.69
233,2024/12/27 13:50,0,0,3.012,3.77,0.345,3.21,47.34,7.5,19.05,30.851,30.255,4.59
234,2024/12/27 14:00,0,0,3.254,3.85,0.343,3.2,47.26,7.5,18.81,30.499,30.326,4.31
235,2024/12/27 14:10,0,0,3.83,3.93,0.344,3.18,46.75,7.48,18.63,30.238,30.277,4.14
236,2024/12/27 14:20,0,0,3.395,3.59,0.34,3.12,45.77,7.48,18.52,30.073,30.183,3.99
237,2024/12/27 14:30,0,0,3.024,3.94,0.338,3.18,46.81,7.47,18.29,29.74,30.303,3.78
238,2024/12/27 14:40,0,0,3.015,4.1,0.337,3.18,46.69,7.46,18.12,29.488,30.333,3.91
239,2024/12/27 14:50,0,0,2.705,4.16,0.338,3.22,47.28,7.46,17.91,29.183,30.435,3.89
240,2024/12/27 15:00,0,0,2.808,3.83,0.335,3.13,45.81,7.45,17.74,28.927,30.309,3.63
241,2024/12/27 15:10,0,0,2.91,3.72,0.334,3.11,45.53,7.44,17.61,28.734,30.307,3.56
242,2024/12/27 15:20,0,0,3.384,3.67,0.331,3.12,45.79,7.43,17.43,28.473,30.41,4.52
243,2024/12/27 15:30,0,0,3.513,3.72,0.331,3.17,46.46,7.43,17.35,28.349,30.495,3.56
244,2024/12/27 15:40,0,0,3.295,3.87,0.331,3.21,47.19,7.42,17.32,28.314,30.55,4.03
245,2024/12/27 15:50,0,0,3.57,3.88,0.33,3.23,47.51,7.42,17.34,28.338,30.56,3.76
246,2024/12/27 16:00,0,0,3.653,3.89,0.33,3.31,48.57,7.42,17.39,28.408,30.582,3.91
247,2024/12/27 16:10,0,0,3.252,4.09,0.331,3.33,48.95,7.43,17.37,28.382,30.616,3.58
248,2024/12/27 16:20,0,0,3.348,4.21,0.329,3.29,48.45,7.43,17.63,28.773,30.57,3.68
249,2024/12/27 16:30,0,0,3.713,4.41,0.328,3.34,49.2,7.44,17.69,28.858,30.607,3.72
