Timestamp,Record,ABSSpd Avg,ABSSpd Avg [Quality],AbsTilt Avg,AbsTilt Avg [Quality],Direction Avg,Direction Avg [Quality],EastCur Avg,EastCur Avg [Quality],Gill DewPoint Avg,Gill DewPoint Avg [Quality],Gill Latitude,Gill Latitude [Quality],Gill Longitude,Gill Longitude [Quality],Gill Pressure,Gill Pressure [Quality],Gill Rain mm Tot,Gill Rain mm Tot [Quality],Gill TotalDailyRain mm,Gill TotalDailyRain mm [Quality],Gill TotalRain mm,Gill TotalRain mm [Quality],Gill Wd MeanUnitVector,Gill Wd MeanUnitVector [Quality],Gill Wd StdDev,Gill Wd StdDev [Quality],Gill WindSpd Max,Gill WindSpd Max [Quality],Gill Ws Mean,Gill Ws Mean [Quality],Heading Avg,Heading Avg [Quality],MaxTilt Avg,MaxTilt Avg [Quality],NorthCur Avg,NorthCur Avg [Quality],PingCnt Avg,PingCnt Avg [Quality],SigStrength Avg,SigStrength Avg [Quality],SPstd Avg,SPstd Avg [Quality],StdTilt Avg,StdTilt Avg [Quality],TiltX Avg,TiltX Avg [Quality],TiltY Avg,TiltY Avg [Quality]
Units,,,,,,,,,,Celcius,,,,,,hPa,,mm,,,,mm,,Deg,,Deg,,m/s,,m/s,,,,,,,,,,,,,,,,,,,
2024/12/28 10:50,211991,26.31,,100,,131.369,,19.745,,,,-20.169,,148.464,,,,0,,0,,0,,71.22,,,,5.6,,3.356,,151.797,,3.558,,-17.389,,-38.648,,8.794,,3.092,,4.019,,1.761,,0,
2024/12/28 11:00,211992,33.666,,100,,125.005,,27.576,,,,-20.169,,148.464,,,,0,,0,,0,,73.63,,,,5.94,,3.689,,145.061,,7.547,,-19.312,,-41.263,,5.469,,5.047,,8.399,,5.614,,0,
2024/12/28 11:10,211993,36.315,,100,,122.388,,30.666,,,,-20.169,,148.464,,,,0,,0,,0,,71.87,,,,5.3,,3.512,,143.898,,7.589,,-19.452,,-39.877,,6.452,,4.959,,7.716,,5.748,,0,
2024/12/28 11:20,211994,37.132,,7.31,,119.726,,32.246,,,,-20.169,,148.464,,,,0,,0,,0,,66.42,,,,4.67,,3.34,,147.193,,7.942,,-18.412,,100,,-40.83,,5.361,,0.675,,5.232,,5.103,
2024/12/28 11:30,211995,42.341,,100,,127.441,,33.618,,,,-20.169,,148.464,,,,0,,0,,0,,61.89,,,,5.83,,3.23,,151.656,,6.503,,-25.741,,-39.293,,5.424,,0.949,,6.898,,4.221,,4,
2024/12/28 11:40,211996,47.895,,100,,122.217,,40.521,,,,-20.169,,148.464,,,,0,,0,,0,,64.25,,,,4.5,,3.16,,150.091,,8.599,,-25.534,,-39.484,,5.88,,0.17,,9.164,,6.001,,6,
2024/12/28 11:50,211997,45.464,,8.479,,119.826,,39.441,,,,-20.169,,148.464,,,,0,,0,,0,,64.46,,,,4.39,,2.715,,148.834,,8.618,,-22.612,,100,,-38.74,,5.353,,0.135,,6.418,,5.534,
2024/12/28 11:50,211998,45.464,,8.479,,119.826,,39.441,,,,-20.169,,148.464,,,,0,,0,,0,,64.46,,,,4.39,,2.715,,148.834,,8.618,,-22.612,,100,,-38.74,,5.353,,0.135,,6.418,,5.534,
2024/12/28 12:00,211999,41.935,,7.141,,118.52,,36.847,,,,-20.169,,148.464,,,,0,,0,,0,,64.39,,,,3.96,,2.679,,145.728,,7.165,,-20.022,,100,,-39.234,,5.639,,0.056,,5.381,,4.687,
2024/12/28 12:10,212000,37.662,,100,,115.384,,34.026,,,,-20.169,,148.464,,,,0,,0,,0,,62.78,,,,5.32,,2.81,,143.297,,7.177,,-16.145,,-39.704,,5.347,,5.133,,7.452,,5.017,,0,
2024/12/28 12:20,212001,34.972,,100,,115.456,,31.576,,,,-20.169,,148.464,,,,0,,0,,0,,78.45,,,,5.08,,3.133,,143.902,,6.054,,-15.032,,-38.759,,6.141,,4.746,,6.634,,3.76,,0,
2024/12/28 12:30,212002,33.893,,5.675,,107.382,,32.346,,,,-20.169,,148.464,,,,0,,0,,0,,69.6,,,,4.86,,2.513,,141.523,,5.679,,-10.125,,100,,-39.074,,6.975,,0.007,,4.008,,4.02,
2024/12/28 12:40,212003,33.636,,100,,116.923,,29.99,,,,-20.169,,148.464,,,,0,,0,,0,,65.88,,,,4.44,,2.34,,142.461,,4.817,,-15.23,,-38.877,,5.726,,0.508,,5.298,,3.303,,3,
2024/12/28 12:50,212004,29.221,,100,,107.177,,27.918,,,,-20.169,,148.464,,,,0,,0,,0,,59.94,,,,4.29,,2.592,,139.799,,6.723,,-8.629,,-37.679,,5.37,,0.119,,7.62,,4.344,,5,
2024/12/28 13:00,212005,24.716,,5.307,,113.23,,22.712,,,,-20.169,,148.464,,,,0,,0,,0,,69.16,,,,5.11,,3.385,,140.219,,5.311,,-9.749,,100,,-35.527,,5.531,,0,,3.481,,4.007,
2024/12/28 13:10,212006,19.593,,100,,114.497,,17.829,,,,-20.169,,148.464,,,,0,,0,,0,,55.47,,,,5.84,,3.358,,146.158,,3.491,,-8.124,,-36.254,,6.399,,0.929,,4.257,,2.875,,1,
2024/12/28 13:20,212007,18.579,,6.966,,123.643,,15.467,,,,-20.169,,148.464,,,,0,,0,,0,,59.96,,,,5.66,,3.61,,149.294,,8.32,,-10.293,,100,,-33.077,,7.081,,1.282,,4.417,,5.392,
2024/12/28 13:30,212008,17.485,,100,,126.095,,14.129,,,,-20.169,,148.464,,,,0,,0,,0,,63.01,,,,7.15,,3.63,,149.887,,5.686,,-10.301,,-34.573,,7.037,,4.318,,5.811,,3.699,,0,
2024/12/28 13:40,212009,14.964,,100,,113.833,,13.688,,,,-20.169,,148.464,,,,0,,0,,0,,62.61,,,,6.49,,4.01,,146.893,,7.858,,-6.046,,-34.039,,8.133,,5.297,,8.011,,5.813,,0,
2024/12/28 13:50,212010,12.248,,100,,122.933,,10.279,,,,-20.169,,148.464,,,,0,,0,,0,,59.05,,,,6.15,,4.048,,147.447,,9.509,,-6.659,,-34.209,,9.152,,0.207,,10.647,,6.199,,7,
2024/12/28 14:00,212011,12.757,,100,,103.621,,12.398,,,,-20.169,,148.464,,,,0,,0,,0,,72.78,,,,7.7,,4.399,,144.869,,6.312,,-3.004,,-36.344,,8.934,,0.481,,6.387,,4.449,,4,
2024/12/28 14:10,212012,14.596,,6.168,,120.144,,12.623,,,,-20.169,,148.464,,,,0,,0,,0,,67.69,,,,5.88,,3.825,,147.188,,6.455,,-7.33,,100,,-37.056,,9.672,,0.101,,4.121,,4.582,
2024/12/28 14:20,212013,10.799,,100,,112.762,,9.958,,,,-20.169,,148.464,,,,0,,0,,0,,75.63,,,,6.83,,4.482,,144.774,,8.742,,-4.178,,-35.418,,9.082,,0.521,,9.792,,5.818,,6,
2024/12/28 14:30,212014,10.499,,6.087,,108.702,,9.944,,,,-20.169,,148.464,,,,0,,0,,0,,63.13,,,,5.58,,3.676,,144.192,,6.261,,-3.366,,100,,-35.821,,9.034,,0.311,,4.139,,4.467,
2024/12/28 14:40,212015,8.924,,100,,123.038,,7.482,,,,-20.169,,148.464,,,,0,,0,,0,,65.99,,,,6.54,,4.48,,143.766,,5.545,,-4.866,,-34.304,,9.03,,3.891,,7.45,,3.953,,0,
2024/12/28 14:50,212016,9.087,,100,,137.129,,6.183,,,,-20.169,,148.464,,,,0,,0,,0,,68.72,,,,7.39,,4.368,,148.01,,9.611,,-6.66,,-36.452,,8.148,,7.448,,9.749,,6.091,,0,
2024/12/28 15:00,212017,8.867,,100,,99.907,,8.735,,,,-20.169,,148.464,,,,0,,0,,0,,61.81,,,,6.65,,3.869,,146.164,,6.098,,-1.526,,-35.345,,8.223,,0.338,,6.307,,4.29,,4,
2024/12/28 15:10,212018,6.7,,7.067,,124.08,,5.549,,,,-20.169,,148.464,,,,0,,0,,0,,59.96,,,,5.97,,4.052,,148.613,,7.143,,-3.754,,100,,-35.369,,7.455,,0.278,,4.552,,5.407,
2024/12/28 15:20,212019,4.727,,7.128,,141.302,,2.956,,,,-20.169,,148.464,,,,0,,0,,0,,68.74,,,,6.38,,4.154,,152.213,,8.217,,-3.69,,100,,-33.146,,6.305,,1.34,,4.134,,5.784,
2024/12/28 15:30,212020,4.565,,4.655,,130.001,,3.497,,,,-20.169,,148.464,,,,0,,0,,0,,67.76,,,,5.11,,3.452,,145.603,,5.161,,-2.934,,100,,-30.775,,6.256,,0.325,,2.881,,3.658,
2024/12/28 15:40,212021,3.208,,5.413,,189.713,,-0.541,,,,-20.169,,148.464,,,,0,,0,,0,,69.24,,,,6.75,,3.962,,145.363,,5.476,,-3.162,,100,,-30.32,,6.782,,0.278,,3.343,,4.26,
2024/12/28 15:50,212022,0.874,,100,,131.103,,0.658,,,,-20.169,,148.464,,,,0,,0,,0,,68.38,,,,5.71,,3.709,,152.262,,3.919,,-0.574,,-31.146,,6.002,,3.193,,4.131,,2.273,,0,
2024/12/28 16:00,212023,1.075,,100,,258.377,,-1.053,,,,-20.169,,148.464,,,,0,,0,,0,,65.59,,,,5.99,,3.919,,152.142,,5.582,,-0.217,,-32.518,,5.539,,4.068,,6.121,,3.824,,0,
2024/12/28 16:10,212024,2.142,,100,,310.076,,-1.639,,,,-20.169,,148.464,,,,0,,0,,0,,61.05,,,,5.37,,3.706,,153.81,,3.506,,1.379,,-30.968,,5.851,,0.75,,4.96,,2.176,,2,
2024/12/28 16:20,212025,2.242,,5.438,,327.922,,-1.191,,,,-20.169,,148.464,,,,0,,0,,0,,63.38,,,,5.79,,3.517,,160.199,,6.564,,1.9,,100,,-30.232,,5.605,,0.849,,3.749,,3.911,
2024/12/28 16:30,212026,2.869,,4.104,,303.9,,-2.381,,,,-20.169,,148.464,,,,0,,0,,0,,61.68,,,,5.58,,3.844,,160.019,,5.391,,1.6,,100,,-30.38,,5.942,,0.867,,2.661,,3.123,
2024/12/28 16:40,212027,7.29,,5.915,,281.338,,-7.147,,,,-20.169,,148.464,,,,0,,0,,0,,59.18,,,,5.5,,3.581,,150.175,,5.931,,1.433,,100,,-26.31,,5.16,,0.114,,3.858,,4.487,
2024/12/28 16:50,212028,9.914,,100,,325.48,,-5.618,,,,-20.169,,148.464,,,,0,,0,,0,,58.24,,,,5.21,,3.491,,157.036,,5.9,,8.169,,-27.021,,6.316,,4.233,,7.155,,4.107,,0,
2024/12/28 17:00,212029,6.086,,100,,285.038,,-5.877,,,,-20.169,,148.464,,,,0,,0,,0,,61.42,,,,5.92,,2.852,,141.869,,3.741,,1.579,,-30.321,,4.759,,2.995,,3.997,,2.241,,0,
2024/12/28 17:10,212030,5.356,,4.84,,244.971,,-4.853,,,,-20.169,,148.464,,,,0,,0,,0,,70.4,,,,4.35,,3.008,,150.752,,4.84,,-2.266,,100,,-26.427,,5.678,,0.004,,2.578,,4.098,
2024/12/28 17:20,212031,5.622,,3.506,,283.199,,-5.474,,,,-20.169,,148.464,,,,0,,0,,0,,57.83,,,,3.48,,2.698,,159.331,,3.538,,1.284,,100,,-29.259,,6.406,,0.023,,2.073,,2.827,
2024/12/28 17:30,212032,6.507,,3.279,,270.118,,-6.507,,,,-20.169,,148.464,,,,0,,0,,0,,64.98,,,,4.64,,2.587,,149.345,,3.496,,0.013,,100,,-28.31,,5.795,,0.16,,1.53,,2.9,
2024/12/28 17:40,212033,5.713,,100,,248.309,,-5.308,,,,-20.169,,148.464,,,,0,,0,,0,,58.98,,,,4.13,,3.084,,136.729,,4.407,,-2.112,,-25.795,,5.249,,3.657,,4.786,,2.462,,0,
2024/12/28 17:50,212034,5.941,,3.578,,258.498,,-5.822,,,,-20.169,,148.464,,,,0,,0,,0,,60.96,,,,4.24,,2.642,,155.298,,3.684,,-1.185,,100,,-28.205,,5.991,,0.159,,1.887,,3.04,
2024/12/28 18:00,212035,6.308,,4.917,,258.09,,-6.172,,,,-20.169,,148.464,,,,0,,0,,0,,68.81,,,,3.46,,2.581,,142.732,,5.131,,-1.302,,100,,-27.88,,7.101,,0.28,,2.716,,4.096,
2024/12/28 18:10,212036,9.137,,4.786,,302.96,,-7.666,,,,-20.169,,148.464,,,,0,,0,,0,,83.8,,,,3.84,,2.729,,154.348,,4.808,,4.971,,100,,-24.011,,6.179,,0.107,,2.899,,3.81,
2024/12/28 18:20,212037,7.249,,100,,61.086,,6.345,,,,-20.169,,148.464,,,,0,,0,,0,,171.7,,,,3.91,,2.223,,13.873,,2.217,,3.505,,-38.225,,8.887,,204407,,2.424,,0.085,,2,
2024/12/28 18:30,212038,6.129,,100,,21.905,,2.287,,,,-20.169,,148.464,,,,0,,0,,0,,199.3,,,,2.71,,1.63,,3.874,,2.676,,5.687,,-40.444,,7.845,,2.643,,2.698,,4.204,,1,
2024/12/28 18:40,212039,11.992,,100,,359.627,,-0.078,,,,-20.169,,148.464,,,,0,,0,,0,,213.1,,,,2.34,,1.63,,348.295,,2.734,,11.992,,-41.267,,7.298,,2.643,,2.748,,7.001,,1,
2024/12/28 18:50,212040,11.377,,100,,4.632,,0.919,,,,-20.169,,148.464,,,,0,,0,,0,,226.2,,,,4.39,,2.402,,347.875,,2.097,,11.34,,-40.35,,8.55,,2.086,,2.204,,7.572,,2,
2024/12/28 19:00,212041,11.694,,1.196,,342.772,,-3.464,,,,-20.169,,148.464,,,,0,,0,,0,,248.1,,,,3.24,,2.28,,340.348,,1.267,,11.17,,100,,-38.254,,8.108,,0.058,,-0.69,,0.887,
2024/12/28 19:10,212042,9.101,,1.054,,2.625,,0.417,,,,-20.169,,148.464,,,,0,,0,,0,,270.7,,,,2.6,,1.707,,337.731,,1.614,,9.091,,100,,-40.222,,11.268,,0.142,,-0.211,,1.023,
2024/12/28 19:20,212043,12.318,,100,,2.318,,0.498,,,,-20.169,,148.464,,,,0,,0,,0,,266.1,,,,2.26,,1.373,,353.841,,2.283,,12.308,,-40.116,,6.879,,255687,,2.304,,0.349,,2,
2024/12/28 19:30,212044,8.914,,100,,26.248,,3.942,,,,-20.169,,148.464,,,,0,,0,,0,,255.4,,,,2.34,,1.02,,0.964,,2.195,,7.995,,-38.809,,6.433,,159029,,2.213,,0.39,,2,
2024/12/28 19:40,212045,9.731,,100,,24.86,,4.091,,,,-20.169,,148.464,,,,0,,0,,0,,287.6,,,,1.31,,0.682,,355.781,,2.107,,8.829,,-38.926,,7.866,,0.078,,2.111,,0.352,,2,
2024/12/28 19:50,212046,7.784,,100,,1.477,,0.201,,,,-20.169,,148.464,,,,0,,0,,0,,292.7,,,,1.16,,0.73,,357.096,,1.959,,7.781,,-40.855,,9.666,,1.95,,1.969,,1.897,,1,
2024/12/28 20:00,212047,9.82,,100,,3.632,,0.622,,,,-20.169,,148.464,,,,0,,0,,0,,296.8,,,,1.33,,0.851,,356.119,,1.787,,9.8,,-40.385,,7.561,,1.786,,1.833,,5.097,,2,
2024/12/28 20:10,212048,6.799,,100,,11.153,,1.315,,,,-20.169,,148.464,,,,0,,0,,0,,275.9,,,,1.2,,0.621,,0.776,,1.797,,6.671,,-39.359,,9.582,,0.794,,1.801,,-0.1,,1,
2024/12/28 20:20,212049,4.934,,100,,77.319,,4.814,,,,-20.169,,148.464,,,,0,,0,,0,,253.1,,,,0.73,,0.395,,28.241,,2.204,,1.083,,-36.584,,5.162,,198692,,2.211,,0.153,,2,
2024/12/28 20:30,212050,2.036,,2.898,,190.912,,-0.385,,,,-20.169,,148.464,,,,0,,0,,0,,225.3,,,,1.03,,0.543,,128.277,,2.912,,-1.999,,100,,-36.539,,4.64,,0.015,,0.658,,2.822,
2024/12/28 20:40,212051,2.414,,3.039,,172.91,,0.298,,,,-20.169,,148.464,,,,0,,0,,0,,211.2,,,,0.98,,0.555,,158.501,,3.069,,-2.396,,100,,-39.246,,5.108,,0.011,,0.885,,2.908,
2024/12/28 20:50,212052,6.683,,100,,117.419,,5.932,,,,-20.169,,148.464,,,,0,,0,,0,,203,,,,0.49,,0.358,,155.661,,2.883,,-3.077,,-42.477,,6.047,,2.726,,2.92,,9.388,,1,
2024/12/28 21:00,212053,10.391,,100,,135.404,,7.295,,,,-20.169,,148.464,,,,0,,0,,0,,254.9,,,,0.75,,0.348,,156.615,,2.965,,-7.399,,-42.525,,5.956,,2.658,,2.992,,1.314,,0,
2024/12/28 21:10,212054,12.017,,100,,130.276,,9.168,,,,-20.169,,148.464,,,,0,,0,,0,,211.4,,,,0.83,,0.531,,156.733,,3.078,,-7.769,,-43.877,,5.602,,2.671,,3.109,,1.532,,0,
2024/12/28 21:20,212055,15.938,,100,,130.658,,12.091,,,,-20.169,,148.464,,,,0,,0,,0,,141.9,,,,1.03,,0.517,,153.545,,3.041,,-10.384,,-44.138,,5.558,,0.649,,3.062,,1.492,,2,
2024/12/28 21:30,212056,19.98,,3.71,,132.592,,14.709,,,,-20.169,,148.464,,,,0,,0,,0,,89.9,,,,1.75,,0.93,,154.371,,3.753,,-13.522,,100,,-44.949,,8.252,,0.044,,1.985,,3.135,
2024/12/28 21:40,212057,13.785,,3.234,,122.138,,11.672,,,,-20.169,,148.464,,,,0,,0,,0,,121.9,,,,1.16,,0.651,,152.272,,3.244,,-7.333,,100,,-45.613,,5.396,,0.004,,1.753,,2.717,
2024/12/28 21:50,212058,15.542,,3.546,,119.958,,13.466,,,,-20.169,,148.464,,,,0,,0,,0,,166.2,,,,0.64,,0.3,,153.526,,3.565,,-7.761,,100,,-44.566,,9.774,,0.041,,2.074,,2.877,
2024/12/28 22:00,212059,15.137,,3.152,,129.849,,11.621,,,,-20.169,,148.464,,,,0,,0,,0,,341.5,,,,1.57,,1.052,,154.29,,3.21,,-9.699,,100,,-43.245,,5.463,,0.058,,1.753,,2.619,
2024/12/28 22:10,212060,17.368,,3.862,,135.349,,12.206,,,,-20.169,,148.464,,,,0,,0,,0,,125.8,,,,1.06,,0.651,,156.479,,3.885,,-12.355,,100,,-44.743,,5.643,,0.052,,2.126,,3.224,
2024/12/28 22:20,212061,20.121,,100,,139.443,,13.083,,,,-20.169,,148.464,,,,0,,0,,0,,157.5,,,,0.72,,0.538,,157.273,,3.445,,-15.287,,-46.08,,6.968,,2.942,,3.479,,1.792,,0,
2024/12/28 22:30,212062,16.059,,100,,134.333,,11.487,,,,-20.169,,148.464,,,,0,,0,,0,,29.35,,,,1.01,,0.769,,154.434,,3.45,,-11.222,,-45.558,,5.845,,2.821,,3.471,,1.986,,0,
2024/12/28 22:40,212063,17.374,,3.193,,130.073,,13.295,,,,-20.169,,148.464,,,,0,,0,,0,,31.13,,,,1.07,,0.798,,153.116,,3.225,,-11.185,,100,,-46.576,,6.264,,0.016,,1.626,,2.747,
2024/12/28 22:50,212064,20.484,,100,,141.064,,12.873,,,,-20.169,,148.464,,,,0,,0,,0,,20.61,,,,1.38,,0.958,,157.98,,3.341,,-15.934,,-43.838,,5.354,,0.01,,3.345,,1.449,,3,
2024/12/28 23:00,212065,15.909,,3.229,,133.173,,11.602,,,,-20.169,,148.464,,,,0,,0,,0,,357.8,,,,1.1,,0.424,,155.562,,3.336,,-10.885,,100,,-46.508,,9.113,,0.1,,1.689,,2.751,
2024/12/28 23:10,212066,20.994,,3.678,,134.909,,14.868,,,,-20.169,,148.464,,,,0,,0,,0,,184.8,,,,1.16,,0.754,,155.848,,3.693,,-14.821,,100,,-46.754,,8.473,,0.009,,1.909,,3.144,
2024/12/28 23:20,212067,20.212,,4.051,,132.353,,14.937,,,,-20.169,,148.464,,,,0,,0,,0,,150.1,,,,1.1,,0.625,,154.208,,4.055,,-13.617,,100,,-45.851,,7.913,,0.01,,2.278,,3.35,
2024/12/28 23:30,212068,22.203,,100,,125.776,,18.014,,,,-20.169,,148.464,,,,0,,0,,0,,32.8,,,,1.04,,0.614,,153.17,,4.233,,-12.98,,-46.646,,4.987,,0.286,,4.26,,2.67,,3,
2024/12/28 23:40,212069,22.813,,100,,130.743,,17.284,,,,-20.169,,148.464,,,,0,,0,,0,,42.37,,,,1.45,,1.073,,152.406,,4.63,,-14.889,,-46.833,,5.165,,3.621,,4.696,,2.879,,0,
2024/12/28 23:50,212070,20.403,,4.569,,121.063,,17.478,,,,-20.169,,148.464,,,,0,,0,,0,,328.4,,,,1.41,,0.94,,152.51,,4.572,,-10.528,,100,,-47.323,,8.477,,0.006,,3.171,,3.29,
2024/12/29 0:00,212071,23.202,,4.688,,129.098,,18.006,,,,-20.169,,148.464,,,,0,,0,,0,,221.4,,,,0.98,,0.635,,154.368,,4.779,,-14.632,,100,,-47.881,,4.835,,0.106,,3.236,,3.384,
2024/12/29 0:10,212072,20.639,,100,,124.576,,16.993,,,,-20.169,,148.464,,,,0,,0,,0,,200.9,,,,0.85,,0.46,,153.65,,4.846,,-11.712,,-47.983,,5.566,,0.422,,4.874,,3.429,,3,
2024/12/29 0:20,212073,21.549,,5.107,,125.184,,17.612,,,,-20.169,,148.464,,,,0,,0,,0,,164.9,,,,1.2,,0.775,,156.483,,5.117,,-12.416,,100,,-47.661,,6.06,,0.033,,3.109,,4.054,
2024/12/29 0:30,212074,18.508,,5.406,,140.543,,11.762,,,,-20.169,,148.464,,,,0,,0,,0,,166.5,,,,1.16,,0.789,,159.624,,5.579,,-14.29,,100,,-45.58,,4.818,,0.205,,3.262,,4.313,
2024/12/29 0:40,212075,9.835,,4.964,,124.596,,8.096,,,,-20.169,,148.464,,,,0,,0,,0,,349.8,,,,1.4,,0.822,,157.094,,5.019,,-5.584,,100,,-41.327,,5.647,,0.031,,3.308,,3.703,
2024/12/29 0:50,212076,12.237,,4.838,,132.015,,9.092,,,,-20.169,,148.464,,,,0,,0,,0,,335.6,,,,1.31,,0.955,,157.535,,4.906,,-8.191,,100,,-44.287,,4.579,,0.02,,3.181,,3.647,
2024/12/29 1:00,212077,11.928,,5.152,,126.249,,9.619,,,,-20.169,,148.464,,,,0,,0,,0,,192.9,,,,1.04,,0.579,,159.75,,5.197,,-7.053,,100,,-45.221,,4.343,,0.057,,3.281,,3.974,
2024/12/29 1:10,212078,9.6,,100,,120.123,,8.304,,,,-20.169,,148.464,,,,0,,0,,0,,265.3,,,,1.22,,0.722,,163.251,,4.869,,-4.818,,-43.013,,4.252,,3.798,,4.877,,3.05,,0,
2024/12/29 1:20,212079,7.142,,100,,127.621,,5.657,,,,-20.169,,148.464,,,,0,,0,,0,,309.1,,,,1.36,,0.879,,162.75,,4.878,,-4.36,,-41.826,,4.338,,3.795,,4.883,,3.068,,0,
2024/12/29 1:30,212080,12.339,,4.873,,133.296,,8.981,,,,-20.169,,148.464,,,,0,,0,,0,,224.8,,,,0.73,,0.32,,157.904,,4.896,,-8.462,,100,,-45.027,,4.557,,0.029,,3.151,,3.72,
2024/12/29 1:40,212081,11.675,,4.696,,115.313,,10.554,,,,-20.169,,148.464,,,,0,,0,,0,,162.2,,,,1.14,,0.338,,161.13,,4.713,,-4.992,,100,,-44.359,,6.158,,0.01,,2.987,,3.625,
2024/12/29 1:50,212082,13.461,,100,,146.925,,7.346,,,,-20.169,,148.464,,,,0,,0,,0,,267.5,,,,0.98,,0.453,,163.234,,4.897,,-11.28,,-43.575,,4.324,,0.856,,4.902,,3.02,,3,
2024/12/29 2:00,212083,11.284,,4.506,,119.117,,9.858,,,,-20.169,,148.464,,,,0,,0,,0,,10.65,,,,1.71,,1.047,,161.693,,4.53,,-5.49,,100,,-46.177,,5.278,,0.019,,3.011,,3.353,
2024/12/29 2:10,212084,12.081,,4.61,,117.343,,10.731,,,,-20.169,,148.464,,,,0,,0,,0,,8.21,,,,1.34,,1.053,,163.742,,4.652,,-5.549,,100,,-46.112,,4.407,,0.062,,2.967,,3.53,
2024/12/29 2:20,212085,8.34,,4.516,,113.822,,7.63,,,,-20.169,,148.464,,,,0,,0,,0,,310.9,,,,1.23,,0.872,,163.772,,4.517,,-3.368,,100,,-45.097,,5.647,,0.008,,2.915,,3.45,
2024/12/29 2:30,212086,12.403,,100,,114.424,,11.293,,,,-20.169,,148.464,,,,0,,0,,0,,238,,,,1.5,,0.896,,161.781,,4.297,,-5.129,,-46.325,,4.385,,0.396,,4.304,,2.634,,3,
2024/12/29 2:40,212087,9.582,,100,,116.835,,8.55,,,,-20.169,,148.464,,,,0,,0,,0,,228.7,,,,1.07,,0.722,,158.82,,4.307,,-4.325,,-45.367,,5.445,,3.327,,4.379,,2.737,,0,
2024/12/29 2:50,212088,9.804,,4.49,,116.111,,8.803,,,,-20.169,,148.464,,,,0,,0,,0,,181.2,,,,0.76,,0.463,,160.497,,4.49,,-4.315,,100,,-45.78,,4.283,,0,,2.82,,3.495,
2024/12/29 3:00,212089,9.318,,4.326,,106.847,,8.918,,,,-20.169,,148.464,,,,0,,0,,0,,131.2,,,,1.09,,0.548,,159.371,,4.351,,-2.7,,100,,-45.754,,5.131,,0.035,,2.718,,3.367,
2024/12/29 3:10,212090,7.393,,4.103,,117.479,,6.559,,,,-20.169,,148.464,,,,0,,0,,0,,169,,,,1.15,,0.716,,168.134,,4.119,,-3.411,,100,,-43.654,,4.342,,0.015,,2.384,,3.34,
2024/12/29 3:20,212091,5.076,,100,,120.306,,4.382,,,,-20.169,,148.464,,,,0,,0,,0,,319,,,,1.6,,0.847,,160.087,,3.414,,-2.561,,-40.066,,7.828,,2.835,,3.612,,1.903,,0,
2024/12/29 3:30,212092,6.435,,100,,105.785,,6.193,,,,-20.169,,148.464,,,,0,,0,,0,,327.5,,,,0.93,,0.501,,165.169,,3.738,,-1.751,,-44.143,,3.88,,3.109,,3.749,,2.077,,0,
2024/12/29 3:40,212093,4.843,,100,,89.575,,4.843,,,,-20.169,,148.464,,,,0,,0,,0,,179,,,,0.67,,0.391,,165.637,,3.743,,0.036,,-41.389,,4.423,,139385,,3.781,,2.039,,3,
2024/12/29 3:50,212094,3.029,,100,,45.343,,2.155,,,,-20.169,,148.464,,,,0,,0,,0,,201.6,,,,1.13,,0.68,,162.588,,3.255,,2.129,,-38.293,,5.005,,0.841,,3.327,,1.59,,2,
2024/12/29 4:00,212095,3.182,,2.795,,303.724,,-2.647,,,,-20.169,,148.464,,,,0,,0,,0,,187.1,,,,1.1,,0.65,,170.644,,2.834,,1.767,,100,,-34.403,,5.616,,0.025,,1.227,,2.512,
2024/12/29 4:10,212096,12.012,,2.306,,358.337,,-0.349,,,,-20.169,,148.464,,,,0,,0,,0,,343.8,,,,1.07,,0.45,,27.433,,2.342,,12.007,,100,,-46.575,,7.149,,0.045,,0.691,,2.2,
2024/12/29 4:20,212097,14.357,,100,,341.71,,-4.506,,,,-20.169,,148.464,,,,0,,0,,0,,5.426,,,,0.77,,0.461,,1.155,,2.18,,13.632,,-45.875,,5.288,,0.075,,2.203,,0.668,,2,
2024/12/29 4:30,212098,17.273,,100,,328.233,,-9.094,,,,-20.169,,148.464,,,,0,,0,,0,,15.77,,,,0.9,,0.473,,352.958,,2.212,,14.686,,-46.39,,5.229,,2.094,,2.232,,7.122,,1,
2024/12/29 4:40,212099,17.339,,100,,309.742,,-13.333,,,,-20.169,,148.464,,,,0,,0,,0,,289.3,,,,0.92,,0.352,,340.78,,2.128,,11.086,,-46.508,,4.839,,0.02,,2.184,,0.67,,2,
2024/12/29 4:50,212100,19.185,,2.583,,309.441,,-14.816,,,,-20.169,,148.464,,,,0,,0,,0,,189.6,,,,1.24,,0.773,,342.092,,2.588,,12.188,,100,,-48.258,,5.445,,0.017,,1.032,,2.368,
2024/12/29 5:00,212101,16.539,,100,,306.138,,-13.357,,,,-20.169,,148.464,,,,0,,0,,0,,186.6,,,,1.12,,0.797,,337.74,,3.269,,9.754,,-46.975,,5.574,,0.826,,3.296,,1.644,,2,
2024/12/29 5:10,212102,20.79,,3.467,,301.635,,-17.7,,,,-20.169,,148.464,,,,0,,0,,0,,187.2,,,,0.87,,0.466,,338.314,,3.528,,10.904,,100,,-49.139,,5.184,,0.071,,1.784,,2.974,
