LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,28/10/2011,95400,0.2,,2.4,,0.9,,,,,,,,,,6,,89,,7.84,,,,,,34.1,,51.9,,25.34,,11
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,28/10/2011,95400,2,,,,,,,,,,,,,,6,,88.6,,7.85,,,,,,34.3,,52.1,,25.3,,14.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,28/10/2011,95400,4,,,,,,,,,,,,,,6,,89.2,,7.89,,,,,,34.6,,52.5,,25.28,,14.8
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,23/11/2011,73500,0.2,,1.6,,2.2,,,,,,,,,,6,,92.1,,7.97,,,,,,36,,54.3,,27.18,,3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,23/11/2011,73500,2,,,,,,,,,,,,,,6,,92.1,,7.97,,,,,,36,,54.4,,27.17,,3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,14/12/2011,105300,0.2,,0.7,,0.4,,,,,,,,,,5.4,,68.4,,7.19,,,,,,5.88,,10.4,,26.03,,27.2
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,14/12/2011,105300,2,,,,,,,,,,,,,,5.3,,67.5,,7.16,,,,,,5.91,,10.5,,25.88,,42.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,12/01/2012,103500,0.2,,3.4,,0.9,,,,,,,,,,5.8,,87.3,,7.85,,,,,,27.5,,42.8,,28.9,,7.8
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,12/01/2012,103500,2,,,,,,,,,,,,,,5.8,,87.3,,7.9,,,,,,28.1,,43.5,,28.85,,12.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,12/01/2012,103500,4,,,,,,,,,,,,,,5.7,,86.7,,7.9,,,,,,28.2,,43.7,,28.86,,12.9
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,9/02/2012,100000,0.2,,4.8,,0.4,,,,,,,,,,5,,67,,7.4,,,,,,6.2,,10.9,,28.37,,25.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,9/02/2012,100000,2,,,,,,,,,,,,,,5,,66,,7.37,,,,,,7.04,,12.3,,28.2,,28.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,9/02/2012,100000,4,,,,,,,,,,,,,,4.9,,66.1,,7.37,,,,,,8.76,,15.1,,28.22,,36.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/03/2012,85800,0.2,,1.5,,0.1,,,,,,,,,,6.6,,79.2,,6.54,,,,,,0.234,,0.465,,24.76,,98.5
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/03/2012,85800,2,,,,,,,,,,,,,,6.5,,78.9,,6.52,,,,,,0.24,,0.478,,24.76,,95.1
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/03/2012,85800,4,,,,,,,,,,,,,,6.5,,78.6,,6.52,,,,,,0.261,,0.52,,24.79,,89.8
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,29/03/2012,124600,0.2,,1.3,,0.2,,,,,,,,,,7.3,,87.5,,6.87,,,,,,0.41,,0.812,,24.51,,98.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,29/03/2012,124600,2,,,,,,,,,,,,,,7.2,,86.4,,6.83,,,,,,0.407,,0.805,,24.34,,98
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,29/03/2012,124600,3,,,,,,,,,,,,,,7.2,,86.3,,6.83,,,,,,0.407,,0.806,,24.17,,98.1
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/05/2012,75900,0.2,,2.8,,0.65,,,,,,,,,,6.5,,83.8,,7.7,,,,,,20.5,,32.8,,22.4,,14
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/05/2012,75900,2,,,,,,,,,,,,,,6.4,,83,,7.72,,,,,,20.7,,33.1,,22.4,,14.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/05/2012,75900,4,,,,,,,,,,,,,,6.4,,82.9,,7.72,,,,,,20.7,,33.1,,22.4,,20.5
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/06/2012,112400,0.2,,3.4,,0.55,,,,,,,,,,7.9,,84.9,,7.39,,,,,,6.62,,11.6,,17.1,,27.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/06/2012,112400,2,,,,,,,,,,,,,,7.8,,84,,7.38,,,,,,6.81,,11.9,,16.99,,32
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/07/2012,103300,0.2,,1.6,,0.55,,,,,,,,,,7.7,,82.9,,7.51,,,,,,8.14,,14.1,,16.39,,26
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/07/2012,103300,2,,,,,,,,,,,,,,7.7,,82.9,,7.51,,,,,,8.14,,14.1,,16.39,,24
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/07/2012,103300,3.5,,,,,,,,,,,,,,7.7,,82.7,,7.52,,,,,,8.14,,14.1,,16.36,,32
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,1/08/2012,91900,0.2,,0.9,,0.7,,,,,,,,,,7.7,,87.9,,7.42,,,,,,15.1,,24.9,,17.2,,9.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,1/08/2012,91900,2,,,,,,,,,,,,,,7.6,,87,,7.45,,,,,,15.4,,25.3,,17.2,,10.5
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,1/08/2012,91900,4,,,,,,,,,,,,,,7.6,,86.6,,7.46,,,,,,15.5,,25.5,,17.21,,10.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,5/09/2012,121400,0.2,,0.6,,1.8,,,,,,,,,,6.8,,88.4,,7.7,,,,,,27.1,,42.2,,20.08,,6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,5/09/2012,121400,2,,,,,,,,,,,,,,6.8,,87.9,,7.71,,,,,,27.3,,42.5,,19.84,,4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,5/09/2012,121400,4,,,,,,,,,,,,,,6.8,,87.1,,7.71,,,,,,27.4,,42.6,,19.75,,6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/10/2012,110500,0.2,,1.4,,1.1,,,,,,,,,,7.3,,98.4,,7.72,,,,,,30.6,,47,,21.13,,4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/10/2012,110500,2,,,,,,,,,,,,,,7.3,,97.8,,7.73,,,,,,30.7,,47.2,,21.06,,3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,4/10/2012,110500,4,,,,,,,,,,,,,,7.3,,97.7,,7.73,,,,,,30.7,,47.2,,21.01,,3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/11/2012,152700,0.2,,0.9,,2,,,,,,,,,,6.9,,102.2,,8.02,,,,,,33.4,,50.9,,25.39,,2
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/11/2012,152700,2,,,,,,,,,,,,,,6.9,,101.5,,8.02,,,,,,33.4,,50.9,,25.31,,2
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,7/11/2012,152700,4,,,,,,,,,,,,,,6.9,,100.9,,8.01,,,,,,33.4,,50.9,,25.23,,2.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,5/12/2012,130100,0.2,,5.5,,1.2,,,,,,,,,,6.9,,108.2,,8.07,,,,,,35.9,,54.2,,28.66,,2.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,5/12/2012,130100,2,,,,,,,,,,,,,,6.8,,107.6,,8.08,,,,,,35.9,,54.2,,28.63,,2.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,5/12/2012,130100,3,,,,,,,,,,,,,,6.8,,106.9,,8.08,,,,,,35.9,,54.2,,28.6,,7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,23/01/2013,80300,0.2,,2,,1.8,,,,,,,,,,5.4,,86.9,,7.82,,,,,,38.8,,58,,28.46,,4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,23/01/2013,80300,2,,,,,,,,,,,,,,5.5,,87.1,,7.84,,,,,,38.8,,58.1,,28.42,,3.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,23/01/2013,80300,3,,,,,,,,,,,,,,5.5,,87.3,,7.85,,,,,,38.8,,58.1,,28.38,,5.8
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/02/2013,80000,0.2,,7.8,,0.75,,,,,,,,,,6.2,,79.3,,7.41,,,,,,8.93,,15.3,,25.29,,13
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/02/2013,80000,2,,,,,,,,,,,,,,6.2,,78.7,,7.4,,,,,,8.9,,15.3,,25.28,,13.9
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/02/2013,80000,4,,,,,,,,,,,,,,6.2,,80.1,,7.49,,,,,,9.75,,16.6,,25.2,,17.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/02/2013,80000,4.5,,,,,,,,,,,,,,6.2,,79.9,,7.48,,,,,,9.82,,16.7,,25.2,,18.2
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/03/2013,152600,0.2,,1.5,,0.5,,,,,,,,,,6.8,,83.3,,7.38,,,,,,5.15,,9.19,,24.46,,25
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/03/2013,152600,2,,,,,,,,,,,,,,6.8,,84.7,,7.43,,,,,,5.68,,10.1,,24.49,,24
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/03/2013,152600,3,,,,,,,,,,,,,,6.8,,84.8,,7.45,,,,,,5.9,,10.4,,24.45,,25.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,17/04/2013,134100,0.2,,1.5,,1.2,,,,,,,,,,6.8,,90.1,,7.65,,,,,,14.6,,24.1,,25.73,,4.5
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,17/04/2013,134100,2,,,,,,,,,,,,,,6.4,,85.5,,7.67,,,,,,17.3,,28.1,,25.4,,2.8
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,17/04/2013,134100,3.5,,,,,,,,,,,,,,6.2,,83.5,,7.66,,,,,,17.9,,29,,25.25,,3.9
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/05/2013,80600,0.2,,0.7,,1.9,,,,,,,,,,7.1,,89.3,,7.84,,,,,,25.2,,39.6,,19.2,,3.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/05/2013,80600,2,,,,,,,,,,,,,,7.1,,89,,7.85,,,,,,25.3,,39.7,,19.2,,2.9
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/05/2013,80600,4,,,,,,,,,,,,,,7.1,,89,,7.85,,,,,,25.3,,39.7,,19.2,,3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/05/2013,80600,5.5,,,,,,,,,,,,,,7.1,,89.1,,7.86,,,,,,25.4,,39.8,,19.19,,2.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,26/06/2013,120700,0.2,,1.2,,1.85,,,,,,,,,,7.5,,91.7,,7.8,,,,,,29.5,,45.5,,16.34,,3.1
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,26/06/2013,120700,2,,,,,,,,,,,,,,7.5,,91.5,,7.8,,,,,,29.5,,45.5,,16.34,,3.1
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,26/06/2013,120700,3.5,,,,,,,,,,,,,,7.5,,91.2,,7.8,,,,,,29.5,,45.5,,16.34,,2.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,24/07/2013,112000,0.2,,0.9,,1.45,,,,,,,,,,7,,89.3,,7.91,,,,,,30.1,,46.4,,18.62,,8.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,24/07/2013,112000,2,,,,,,,,,,,,,,7,,89.3,,7.92,,,,,,30.2,,46.5,,18.62,,8.1
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,24/07/2013,112000,4,,,,,,,,,,,,,,6.9,,88.7,,7.93,,,,,,30.3,,46.6,,18.56,,7.2
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/08/2013,104200,0.2,,1.4,,2.2,,,,,,,,,,7,,90.1,,7.89,,,,,,31.9,,48.8,,18.67,,3.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/08/2013,104200,2,,,,,,,,,,,,,,7,,90,,7.89,,,,,,31.9,,48.8,,18.66,,3.5
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/08/2013,104200,3,,,,,,,,,,,,,,7,,90,,7.89,,,,,,31.9,,48.8,,18.66,,4.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,19/09/2013,90300,0.2,,4.3,,1.3,,,,,,,,,,6.1,,89.4,,7.93,,,,,,35.3,,53.5,,24.44,,7.4
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,19/09/2013,90300,2,,,,,,,,,,,,,,6.1,,89.3,,7.93,,,,,,35.3,,53.5,,24.44,,7.7
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,19/09/2013,90300,4,,,,,,,,,,,,,,6.1,,89,,7.93,,,,,,35.4,,53.5,,24.42,,9.1
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/10/2013,121600,0.2,,0.8,,2.2,,,,,,,,,,6.6,,99.2,,7.97,,,,,,36.4,,55,,25.15,,3.3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/10/2013,121600,2,,,,,,,,,,,,,,6.6,,99.1,,7.97,,,,,,36.4,,55,,25.09,,3.3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,22/10/2013,121600,3,,,,,,,,,,,,,,6.6,,98.9,,7.97,,,,,,36.4,,55,,25.09,,4.5
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/11/2013,103300,0.2,,2.8,,1.4,,,,,,,,,,6.1,,94.4,,7.95,,,,,,37,,55.7,,26.67,,4.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,20/11/2013,103300,2,,,,,,,,,,,,,,6.1,,94.4,,7.97,,,,,,37,,55.7,,26.67,,5.6
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,17/12/2013,92900,0.2,,1.6,,1.6,,,,,,,,,,5.9,,90.8,,8.03,,,,,,37.5,,56.4,,26.69,,8.3
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,17/12/2013,92900,2,,,,,,,,,,,,,,5.9,,90.6,,8.03,,,,,,37.5,,56.4,,26.68,,8.9
1.37E+12,GREGORY RIVER 3.0km FROM MOUTH,-25.16821,152.5335,17/12/2013,92900,4,,,,,,,,,,,,,,5.9,,90.4,,8.03,,,,,,37.5,,56.4,,26.68,,11.3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/03/1994,154500,0.2,,,,0.2,,0.05,,0.14,,1.19,,1,,5.1,,62.4,,7.1,,0.012,,0.07,,1.2,,2.32,,25.2,,66
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/03/1994,155500,0.2,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/03/1994,154500,2,,,,,,,,,,,,,,4.7,,56.7,,7,,,,,,1.79,,3.41,,24.3,,61
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,24/03/1994,154500,3.5,,,,,,,,,,,,,,5.6,,69.6,,7.6,,,,,,9.74,,16.6,,23.4,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/04/1994,82300,0.2,,2.9,,,,0.018,,0.053,,0.571,,0.5,,,,,,,,0.028,,0.029,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/04/1994,83200,0.2,,,,1,,,,,,,,,,5.1,,65.3,,7.73,,,,,,16.4,,26.8,,23.1,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/04/1994,83200,2,,,,,,,,,,,,,,4.9,,63.2,,7.72,,,,,,17.1,,27.8,,23.1,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/04/1994,83200,4,,,,,,,,,,,,,,4.8,,62.4,,7.75,,,,,,19.1,,30.7,,23.3,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/05/1994,92300,0.2,,,,0.8,,,,,,,,,,5.9,,74.6,,8.07,,,,,,22.5,,35.7,,20.7,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/05/1994,93600,0.2,,3.6,,,,0.026,,0.064,,0.39,,0.3,,,,,,,,0.003,,0.019,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/05/1994,92300,2,,,,,,,,,,,,,,5.7,,72.6,,8.07,,,,,,23.7,,37.4,,20.8,,3
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,17/05/1994,92300,3,,,,,,,,,,,,,,5.9,,77.7,,8.22,,,,,,28.3,,43.8,,20.9,,2
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/1994,83800,0.2,,3,,,,0.008,,0.011,,0.219,,0.2,,,,,,,,0.003,,0.018,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/1994,84200,0.2,,,,0.9,,,,,,,,,,6.6,,83,,7.9,,,,,,28.1,,43.6,,18.1,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/1994,84200,2,,,,,,,,,,,,,,6.6,,82.4,,7.96,,,,,,28.4,,44,,18,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/06/1994,84200,4,,,,,,,,,,,,,,6.5,,81.8,,7.97,,,,,,28.7,,44.4,,18,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/07/1994,85800,0.2,,1.9,,,,0.007,,0.012,,0.219,,0.2,,,,,,,,0.002,,0.024,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/07/1994,90100,0.2,,,,1.4,,,,,,,,,,7,,88.1,,7.81,,,,,,29.5,,45.5,,18.2,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/07/1994,90100,2,,,,,,,,,,,,,,6.9,,87.9,,7.81,,,,,,29.8,,45.9,,18.2,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/07/1994,90100,4,,,,,,,,,,,,,,6.9,,87.6,,7.82,,,,,,30.1,,46.4,,18.2,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,21/07/1994,90100,5,,,,,,,,,,,,,,6.9,,87.6,,7.83,,,,,,30.3,,46.6,,18.2,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/08/1994,104200,0.2,,1.4,,,,0.009,,0.006,<,0.115,<,0.1,,,,,,,,0.003,,0.012,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/08/1994,104300,0.2,,,,1.3,,,,,,,,,,6.3,,83.9,,8.28,,,,,,34.1,,51.9,,19.1,,5
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/08/1994,104300,2,,,,,,,,,,,,,,6.3,,83.5,,8.31,,,,,,34.3,,52.2,,18.9,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/08/1994,104300,4,,,,,,,,,,,,,,6.3,,83.5,,8.32,,,,,,34.4,,52.2,,18.9,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,23/08/1994,104300,5.5,,,,,,,,,,,,,,6.3,,83.6,,8.34,,,,,,34.5,,52.3,,18.9,,6
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/09/1994,111400,0.2,,3.1,,,,0.008,,0.003,<,0.111,<,0.1,,,,,,,,0.003,,0.02,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/09/1994,111500,0.2,,,,0.9,,,,,,,,,,6,,84.7,,8.21,,,,,,35.5,,53.7,,22.2,,7
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/09/1994,111500,2,,,,,,,,,,,,,,6,,84.3,,8.21,,,,,,35.7,,54,,22,,9
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/09/1994,111500,4,,,,,,,,,,,,,,5.9,,83.2,,8.21,,,,,,35.9,,54.2,,21.7,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,20/09/1994,111500,5,,,,,,,,,,,,,,6,,83.1,,8.18,,,,,,35.9,,54.2,,21.5,,15
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/10/1994,93800,0.2,,2.3,,,,0.011,,0.008,<,0.119,<,0.1,,,,,,,,0.003,,0.01,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/10/1994,94400,0.2,,,,1.05,,,,,,,,,,5.5,,80.7,,8.12,,,,,,37.7,,56.6,,23.4,,17
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/10/1994,94400,2,,,,,,,,,,,,,,5.6,,81.1,,8.12,,,,,,37.7,,56.6,,23.4,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/10/1994,94400,4,,,,,,,,,,,,,,5.5,,80,,8.13,,,,,,37.7,,56.6,,23.4,,10
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,18/10/1994,94400,5.5,,,,,,,,,,,,,,5.5,,80,,8.13,,,,,,37.7,,56.6,,23.4,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/11/1994,101000,0.2,,,,0.8,,,,,,,,,,5.1,,81.6,,7.78,,,,,,38.7,,57.9,,28.2,,8
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/11/1994,101500,0.2,,4.1,,,,0.014,,0.015,,0.229,,0.2,,,,,,,,0.003,,0.019,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/11/1994,101000,2,,,,,,,,,,,,,,5.1,,80.2,,7.82,,,,,,38.8,,58.1,,27.8,,11
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,15/11/1994,101000,4,,,,,,,,,,,,,,5,,79,,7.84,,,,,,38.8,,58.1,,27.8,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/1994,84100,0.2,,3.9,,,,0.008,,0.005,,0.213,,0.2,,,,,,,,0.003,,0.019,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/1994,84300,0.2,,,,0.6,,,,,,,,,,4.8,,74.5,,7.86,,,,,,39.3,,58.6,,26.2,,13
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/1994,84300,2,,,,,,,,,,,,,,4.7,,72.7,,7.85,,,,,,39.4,,58.8,,26.2,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/1994,84300,4,,,,,,,,,,,,,,4.7,,72.2,,7.86,,,,,,39.4,,58.7,,26.2,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,13/12/1994,84300,5,,,,,,,,,,,,,,4.6,,71.5,,7.87,,,,,,39.4,,58.7,,26.2,,14
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/01/1995,71800,0.2,,6.4,,,,0.016,,0.007,,0.323,,0.3,,,,,,,,0.006,,0.038,,,,,,,,
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/01/1995,72100,0.2,,,,0.5,,,,,,,,,,3,,48.4,,7.8,,,,,,40.2,,59.7,,28,,18
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/01/1995,72100,2,,,,,,,,,,,,,,3,,47.2,,7.78,,,,,,40.3,,59.9,,28,,21
1.37E+12,GREGORY RIVER 5.8km FROM MOUTH,-25.148333,152.518611,19/01/1995,72100,3,,,,,,,,,,,,,,3,,47.3,,7.76,,,,,,40.3,,59.9,,28,,22
