LOCATION_ID_BSA,LOCATION_NAME,Lat_GDA94,Long_GDA04,SURVEY_DATE,Time_HHMMSS,Depth_m,Data qualifier for Chlorophyll-a (ug/L),Chlorophyll-a (ug/L),Data qualifier for Secchi depth (metres),Secchi depth (metres),Data qualifier for Ammonia as N (mg/L),Ammonia as N (mg/L),Data qualifier for Nitrogen Oxides as N (mg/L),Nitrogen Oxides as N (mg/L),Data qualifier for Total Nitrogen as N (mg/L),Total Nitrogen as N (mg/L),Data qualifier for Organic Nitrogen as N (mg/L),Organic Nitrogen as N (mg/L),Data qualifier for Dissolved Oxygen concentration (mg/L),Dissolved Oxygen concentration (mg/L),Data qualifier for Dissolved Oxygen % saturation (%),Dissolved Oxygen % saturation (%),Data qualifier for pH (Unit),pH (Unit),Data qualifier for Filterable Reactive Phosphorus as P (mg/L),Filterable Reactive Phosphorus as P (mg/L),Data qualifier for Total Phosphorus as P (mg/L),Total Phosphorus as P (mg/L),Data qualifier for Salinity (PSU),Salinity (PSU),Data qualifier for Specific Conductance at 25 deg C (mS/cm),Specific Conductance at 25 deg C (mS/cm),Data qualifier for Temperature (deg C),Temperature (deg C),Data qualifier for Turbidity (NTU),Turbidity (NTU)
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/05/1993,140800,0.2,,,,0.9,,,,,,,,,,5.2,,73.7,,8.1,,,,,,36.8,,55.5,,21.9,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/05/1993,140800,2,,,,,,,,,,,,,,5.2,,73.7,,8.1,,,,,,36.8,,55.5,,21.9,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/05/1993,140800,4,,,,,,,,,,,,,,5.2,,73.7,,8.1,,,,,,36.8,,55.5,,21.9,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/06/1993,123400,0.2,,,,1,,,,,,,,,,6.8,,94.9,,8,,,,,,43.7,,63.9,,18.7,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/06/1993,123400,2,,,,,,,,,,,,,,6.9,,94.7,,8.1,,,,,,42.5,,62.4,,18.6,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/06/1993,123400,4,,,,,,,,,,,,,,6.9,,94.9,,8.1,,,,,,41.9,,61.8,,18.7,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/06/1993,123400,6,,,,,,,,,,,,,,6.9,,94.9,,8.1,,,,,,41.7,,61.6,,18.7,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/06/1993,123400,8,,,,,,,,,,,,,,7.1,,97.1,,8.1,,,,,,41.7,,61.5,,18.7,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/07/1993,94100,0.2,,,,1.1,,,,,,,,,,5.8,,82,,8,,,,,,41.5,,61.3,,20.2,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/07/1993,94100,2,,,,,,,,,,,,,,5.7,,80.7,,8,,,,,,41.4,,61.2,,20.1,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/07/1993,94100,4,,,,,,,,,,,,,,5.8,,81.8,,8,,,,,,41.2,,61,,20.1,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/07/1993,94100,6,,,,,,,,,,,,,,5.8,,81.8,,8,,,,,,41.1,,60.8,,20.1,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/07/1993,94100,8,,,,,,,,,,,,,,5.8,,81.8,,8.1,,,,,,41,,60.7,,20.1,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/07/1993,94100,9.5,,,,,,,,,,,,,,5.7,,79.6,,8.1,,,,,,40.8,,60.5,,20.1,,
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,12/08/1993,90700,0.2,,,,0.7,,,,,,,,,,6.7,,89.9,,8.42,,,,,,36,,54.3,,19,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,12/08/1993,90700,2,,,,,,,,,,,,,,6.7,,90,,8.41,,,,,,36.1,,54.5,,18.9,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,12/08/1993,90700,4,,,,,,,,,,,,,,6.7,,89.6,,8.41,,,,,,36.1,,54.5,,18.9,,9
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,12/08/1993,90700,6,,,,,,,,,,,,,,6.8,,90.1,,8.42,,,,,,36.2,,54.6,,18.8,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/09/1993,115900,0.2,,,,1,,,,,,,,,,6.5,,92,,8.17,,,,,,36.6,,55.2,,21.7,,10
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/09/1993,115900,2,,,,,,,,,,,,,,6.5,,91.9,,8.17,,,,,,36.7,,55.2,,21.6,,14
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/09/1993,115900,4,,,,,,,,,,,,,,6.5,,92,,8.17,,,,,,36.6,,55.2,,21.6,,16
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/09/1993,115900,6,,,,,,,,,,,,,,6.5,,92,,8.17,,,,,,36.6,,55.2,,21.6,,17
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/09/1993,115900,8,,,,,,,,,,,,,,6.5,,91.4,,8.17,,,,,,36.6,,55.2,,21.6,,22
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/10/1993,100700,0.2,,,,0.5,,,,,,,,,,6.3,,89.6,,8.07,,,,,,36.6,,55.1,,22.1,,18
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/10/1993,100700,2,,,,,,,,,,,,,,6.3,,88.7,,8.08,,,,,,36.6,,55.1,,22.1,,17
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/10/1993,100700,4,,,,,,,,,,,,,,6.3,,89.2,,8.08,,,,,,36.5,,55.1,,22.1,,17
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/10/1993,100700,6,,,,,,,,,,,,,,6.3,,89,,8.08,,,,,,36.5,,55.1,,22.1,,18
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/11/1993,94500,0.2,,,,0.4,,,,,,,,,,6.3,,93.7,,8.11,,,,,,34.3,,52.2,,25.4,,14
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/11/1993,94500,10,,,,,,,,,,,,,,6,,89.7,,8.14,,,,,,35.2,,53.3,,25.3,,96
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/11/1993,94500,2,,,,,,,,,,,,,,6.1,,90.5,,8.13,,,,,,34.9,,52.9,,25.3,,20
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/11/1993,94500,4,,,,,,,,,,,,,,6.1,,90.6,,8.14,,,,,,35.1,,53.2,,25.3,,30
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/11/1993,94500,6,,,,,,,,,,,,,,6.1,,90.9,,8.15,,,,,,35.2,,53.3,,25.3,,45
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/11/1993,94500,8,,,,,,,,,,,,,,6.1,,90,,8.15,,,,,,35.3,,53.4,,25.3,,48
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/01/1994,103000,0.2,,,,1.2,,,,,,,,,,6,,94.5,,8.16,,,,,,36.9,,55.5,,28.6,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/01/1994,103000,2,,,,,,,,,,,,,,6.1,,96.4,,8.19,,,,,,36.8,,55.5,,28.6,,9
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/01/1994,103000,4,,,,,,,,,,,,,,6.1,,96.8,,8.21,,,,,,36.8,,55.4,,28.5,,9
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/01/1994,103000,6,,,,,,,,,,,,,,6.1,,96.5,,8.22,,,,,,36.8,,55.5,,28.4,,10
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/02/1994,102700,0.2,,,,1.1,,,,,,,,,,6.3,,95.8,,8.18,,,,,,36.1,,54.5,,26.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/02/1994,102700,2,,,,,,,,,,,,,,6.3,,96.3,,8.2,,,,,,36.2,,54.6,,26.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/02/1994,102700,4,,,,,,,,,,,,,,6.3,,96.2,,8.21,,,,,,36.2,,54.6,,26.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/02/1994,102700,6,,,,,,,,,,,,,,6.3,,96.4,,8.22,,,,,,36.2,,54.6,,26.3,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/02/1994,102700,7,,,,,,,,,,,,,,6.3,,96.3,,8.23,,,,,,36.2,,54.6,,26.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/03/1994,120100,0.2,,,,0.4,,,,,,,,,,5.6,,76.8,,7.94,,,,,,13.5,,22.5,,27.4,,19
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/03/1994,120100,2,,,,,,,,,,,,,,5.7,,80.9,,8.21,,,,,,22.1,,35.2,,26.7,,21
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/03/1994,120100,4,,,,,,,,,,,,,,6.4,,95.6,,8.33,,,,,,32,,49,,26.6,,17
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,10/03/1994,120100,5,,,,,,,,,,,,,,6.2,,94.5,,8.37,,,,,,34.4,,52.2,,26.7,,17
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/04/1994,115100,0.2,,,,0.8,,,,,,,,,,6.6,,93.5,,8.28,,,,,,34.6,,52.5,,23.1,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/04/1994,115100,2,,,,,,,,,,,,,,6.5,,92.5,,8.31,,,,,,34.8,,52.7,,22.9,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/04/1994,115100,4,,,,,,,,,,,,,,6.5,,91.8,,8.32,,,,,,34.9,,52.9,,22.9,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/04/1994,115100,6,,,,,,,,,,,,,,6.4,,91.7,,8.33,,,,,,35.1,,53.2,,22.8,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/04/1994,115100,8,,,,,,,,,,,,,,6.7,,94.9,,8.35,,,,,,35.6,,53.8,,22.8,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/05/1994,131500,0.2,,,,4.8,,,,,,,,,,7.2,,102.2,,8.26,,,,,,35.6,,53.9,,22.5,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/05/1994,131500,2,,,,,,,,,,,,,,7.2,,101.4,,8.29,,,,,,35.8,,54.1,,22.3,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/05/1994,131500,4,,,,,,,,,,,,,,7.2,,100.7,,8.3,,,,,,35.7,,54,,21.9,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/05/1994,131500,6,,,,,,,,,,,,,,7.2,,100.3,,8.3,,,,,,35.6,,53.9,,21.8,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,9/06/1994,114800,0.2,,,,0.8,,,,,,,,,,6.6,,91.8,,8.05,,,,,,35.4,,53.6,,21.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,9/06/1994,114800,2,,,,,,,,,,,,,,6.6,,91.7,,8.07,,,,,,35.4,,53.6,,21.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,9/06/1994,114800,4,,,,,,,,,,,,,,6.6,,91.5,,8.09,,,,,,35.5,,53.7,,21.3,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,9/06/1994,114800,6,,,,,,,,,,,,,,6.6,,91.3,,8.09,,,,,,35.5,,53.8,,21.3,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,9/06/1994,114800,7.5,,,,,,,,,,,,,,6.6,,91.2,,8.1,,,,,,35.5,,53.8,,21.3,,14
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/07/1994,113300,0.2,,,,1,,,,,,,,,,7.2,,94.9,,8.35,,,,,,35.8,,54.1,,18.4,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/07/1994,113300,2,,,,,,,,,,,,,,7.3,,95.7,,8.37,,,,,,35.8,,54.1,,18.4,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/07/1994,113300,4,,,,,,,,,,,,,,7.3,,96.1,,8.38,,,,,,35.8,,54.2,,18.4,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/07/1994,113300,6,,,,,,,,,,,,,,7.2,,95.1,,8.4,,,,,,35.8,,54.1,,18.4,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,21/07/1994,113300,8,,,,,,,,,,,,,,7.2,,95,,8.4,,,,,,35.8,,54.1,,18.4,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/08/1994,121000,0.2,,,,1.7,,,,,,,,,,7.3,,95.3,,8.64,,,,,,35.3,,53.5,,18.1,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/08/1994,121000,2,,,,,,,,,,,,,,7.3,,95.6,,8.65,,,,,,35.4,,53.6,,18,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/08/1994,121000,4,,,,,,,,,,,,,,7.3,,95.4,,8.67,,,,,,35.4,,53.6,,18,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/09/1994,120200,0.2,,,,1,,,,,,,,,,7.2,,101.7,,8.39,,,,,,36.2,,54.7,,22,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/09/1994,120200,2,,,,,,,,,,,,,,7.2,,102,,8.43,,,,,,36.3,,54.8,,22,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/09/1994,120200,4,,,,,,,,,,,,,,7.2,,102.1,,8.45,,,,,,36.3,,54.7,,22.1,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/09/1994,120200,6,,,,,,,,,,,,,,7.2,,102.3,,8.47,,,,,,36.3,,54.7,,22.1,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,15/09/1994,120200,8,,,,,,,,,,,,,,7.2,,102.2,,8.48,,,,,,36.3,,54.7,,22,,10
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/10/1994,94100,0.2,,,,2.6,,,,,,,,,,6.4,,92.3,,8.18,,,,,,36.9,,55.5,,22.7,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/10/1994,94100,2,,,,,,,,,,,,,,6.4,,92.1,,8.2,,,,,,36.9,,55.5,,22.7,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/10/1994,94100,4,,,,,,,,,,,,,,6.4,,91.7,,8.2,,,,,,36.8,,55.5,,22.7,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/10/1994,94100,6,,,,,,,,,,,,,,6.4,,91.7,,8.21,,,,,,36.8,,55.4,,22.7,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,18/10/1994,94100,8,,,,,,,,,,,,,,6.4,,91.6,,8.21,,,,,,36.8,,55.4,,22.7,,7
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,17/11/1994,115800,0.2,,,,1.2,,,,,,,,,,6.2,,96.2,,8.26,,,,,,37.2,,55.9,,26.8,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,17/11/1994,115800,2,,,,,,,,,,,,,,6.2,,95.4,,8.27,,,,,,37.4,,56.2,,26.7,,12
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,17/11/1994,115800,4,,,,,,,,,,,,,,6.2,,95.2,,8.27,,,,,,37.4,,56.2,,26.7,,10
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,17/11/1994,115800,6,,,,,,,,,,,,,,6.1,,94.7,,8.27,,,,,,37.4,,56.2,,26.7,,10
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,17/11/1994,115800,8,,,,,,,,,,,,,,6.2,,95.3,,8.27,,,,,,37.4,,56.2,,26.7,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/12/1994,83600,0.2,,,,1.6,,,,,,,,,,6.2,,93.8,,8.34,,,,,,37.8,,56.7,,25.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/12/1994,83600,2,,,,,,,,,,,,,,6.2,,93.1,,8.35,,,,,,37.9,,56.9,,25.3,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/12/1994,83600,4,,,,,,,,,,,,,,6.2,,93.1,,8.36,,,,,,37.9,,56.9,,25.3,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/12/1994,83600,6,,,,,,,,,,,,,,6.2,,93.2,,8.36,,,,,,37.9,,56.9,,25.3,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/12/1994,83600,8,,,,,,,,,,,,,,6.2,,93.3,,8.37,,,,,,37.9,,56.9,,25.3,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/01/1995,115400,0.2,,,,2.4,,,,,,,,,,6.2,,97,,8.43,,,,,,38.3,,57.3,,27.7,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/01/1995,115400,2,,,,,,,,,,,,,,6,,94.2,,8.44,,,,,,38.3,,57.3,,27.7,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/01/1995,115400,4,,,,,,,,,,,,,,6,,93.9,,8.44,,,,,,38.3,,57.4,,27.7,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,19/01/1995,115400,6,,,,,,,,,,,,,,6,,94.2,,8.44,,,,,,38.3,,57.4,,27.7,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/02/1995,93800,0.2,,,,0.5,,,,,,,,,,5.6,,81.5,,8.09,,,,,,33.3,,50.7,,24.6,,11
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/02/1995,93800,2,,,,,,,,,,,,,,5.7,,83.2,,8.13,,,,,,34.3,,52.1,,24.7,,16
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/02/1995,93800,4,,,,,,,,,,,,,,5.8,,84.3,,8.14,,,,,,34.4,,52.2,,24.7,,16
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/03/1995,111100,0.2,,,,1.5,,,,,,,,,,6.4,,95.5,,8.2,,,,,,35.3,,53.4,,25.5,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/03/1995,111100,2,,,,,,,,,,,,,,6.4,,95.5,,8.2,,,,,,35.4,,53.6,,25.5,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/03/1995,111100,4,,,,,,,,,,,,,,6.4,,95.5,,8.2,,,,,,35.4,,53.6,,25.5,,7
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/03/1995,111100,6,,,,,,,,,,,,,,6.3,,94,,8.2,,,,,,35.4,,53.6,,25.5,,8
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,16/03/1995,111100,8,,,,,,,,,,,,,,6.4,,95.5,,8.2,,,,,,35.4,,53.6,,25.5,,9
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,5/04/1995,123400,0.2,,,,3.2,,,,,,,,,,6.2,,94.2,,8.63,,,,,,35.7,,53.9,,26.3,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,5/04/1995,123400,2,,,,,,,,,,,,,,6.2,,94.6,,8.64,,,,,,35.7,,53.9,,26.3,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,5/04/1995,123400,4,,,,,,,,,,,,,,6.2,,94.1,,8.64,,,,,,35.7,,53.9,,26.3,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,5/04/1995,123400,6,,,,,,,,,,,,,,6.1,,91.7,,8.63,,,,,,35.7,,54,,26.1,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/05/1995,82000,0.2,,,,1.8,,,,,,,,,,6.5,,90,,8.1,,,,,,35.2,,53.3,,21.2,,4
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/05/1995,82000,2,,,,,,,,,,,,,,6.6,,91.1,,8.12,,,,,,35.3,,53.5,,21.2,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/05/1995,82000,4,,,,,,,,,,,,,,6.6,,91.5,,8.13,,,,,,35.7,,54,,21.2,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/05/1995,82000,6,,,,,,,,,,,,,,6.6,,91.3,,8.13,,,,,,35.7,,54,,21.2,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,11/05/1995,82000,8,,,,,,,,,,,,,,6.6,,91.4,,8.13,,,,,,34.8,,52.8,,21.2,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,31/05/1995,110700,0.2,,,,2.4,,,,,,,,,,6.9,,95.9,,8.38,,,,,,36.9,,55.6,,20.8,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,31/05/1995,110700,10,,,,,,,,,,,,,,6.8,,94.8,,8.39,,,,,,37,,55.7,,20.8,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,31/05/1995,110700,2,,,,,,,,,,,,,,7,,96.5,,8.37,,,,,,36.9,,55.5,,20.8,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,31/05/1995,110700,4,,,,,,,,,,,,,,6.9,,96.3,,8.38,,,,,,36.9,,55.6,,20.8,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,31/05/1995,110700,6,,,,,,,,,,,,,,6.9,,95.9,,8.38,,,,,,37,,55.7,,20.8,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,31/05/1995,110700,8,,,,,,,,,,,,,,6.9,,95.5,,8.38,,,,,,37,,55.6,,20.8,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/07/1995,114700,0.2,,,,2.4,,,,,,,,,,7.3,,96.7,,8.37,,,,,,36.3,,54.8,,18.2,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/07/1995,114700,2,,,,,,,,,,,,,,7.4,,97.1,,8.38,,,,,,36.2,,54.7,,18.2,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/07/1995,114700,4,,,,,,,,,,,,,,7.3,,96.3,,8.38,,,,,,36.2,,54.7,,18.2,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/07/1995,114700,6,,,,,,,,,,,,,,7.3,,96.2,,8.38,,,,,,36.2,,54.7,,18.2,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,13/07/1995,114700,7,,,,,,,,,,,,,,7.3,,96.8,,8.39,,,,,,36.2,,54.7,,18.2,,3
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,8/08/1995,93000,0.2,,,,2.2,,,,,,,,,,7.1,,89.5,,8.46,,,,,,37,,55.6,,15.5,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,8/08/1995,93000,2,,,,,,,,,,,,,,7.2,,91,,8.46,,,,,,37,,55.6,,15.5,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,8/08/1995,93000,4,,,,,,,,,,,,,,7.2,,90.1,,8.47,,,,,,37.1,,55.9,,15.5,,1
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,8/08/1995,93000,6,,,,,,,,,,,,,,7.2,,90.1,,8.46,,,,,,37.1,,55.8,,15.5,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,8/08/1995,93000,8,,,,,,,,,,,,,,7.1,,89.7,,8.45,,,,,,37.1,,55.8,,15.5,,2
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/09/1995,95200,0.2,,,,1.5,,,,,,,,,,6.9,,96.2,,8.19,,,,,,36.5,,55,,21.1,,5
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/09/1995,95200,2,,,,,,,,,,,,,,6.9,,96.1,,8.21,,,,,,36.6,,55.1,,21,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/09/1995,95200,4,,,,,,,,,,,,,,7,,97,,8.2,,,,,,36.5,,55.1,,21,,6
1.36E+12,BURNETT RIVER 0.0km AT MOUTH,-24.75416667,152.4088889,14/09/1995,95200,6,,,,,,,,,,,,,,7,,97.7,,8.21,,,,,,36.5,,55.1,,21,,11
