Timestamp,Record,EXO ChlugL,EXO ChlugL [Quality],EXO Depthm,EXO Depthm [Quality],EXO DOmgL,EXO DOmgL [Quality],EXO DOPerSat,EXO DOPerSat [Quality],EXO fDOMRFU,EXO fDOMRFU [Quality],EXO pH,EXO pH [Quality],EXO Salpsu,EXO Salpsu [Quality],EXO SpCondmScm,EXO SpCondmScm [Quality],EXO TempC,EXO TempC [Quality],EXO TSSmgL,EXO TSSmgL [Quality],EXO TurbNTU,EXO TurbNTU [Quality],OPUS1 MeasureTime,OPUS1 MeasureTime [Quality],OPUS1000 N NO3,OPUS1000 N NO3 [Quality],OPUS1004 CODeq,OPUS1004 CODeq [Quality],OPUS1014 TOCeq,OPUS1014 TOCeq [Quality],OPUS1016 TSSeq,OPUS1016 TSSeq [Quality],OPUS1032 SAC254,OPUS1032 SAC254 [Quality],OPUS1034 Abs360,OPUS1034 Abs360 [Quality],OPUS1036 Abs210,OPUS1036 Abs210 [Quality],OPUS1038 FitError,OPUS1038 FitError [Quality],OPUS1042 Abs254,OPUS1042 Abs254 [Quality],OPUS1052 COD SACeq,OPUS1052 COD SACeq [Quality],OPUS1060 SQI,OPUS1060 SQI [Quality],,,,,,,,,,,,,,,,,,,,,,
Units,,ug/L,,m,,mg/L,,%,,RFU,,,,psu,,mS/cm,,c,,mg/L,,,NTU,,,mg/L,,mg/L,,mg/L,,mg/L,,1/m,,,,,,,,,,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 0:00,191838,3.89,,0.322,,3.02,,41.65,2010,41.2,,7.31,,9.15,,15.765,,29.451,,,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 0:10,191839,3.98,,0.32,,3.03,,41.75,2010,41.11,,7.29,,8.89,,15.35,,29.472,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 0:20,191840,4.01,,0.318,,3.05,,41.9,2010,41.45,,7.28,,8.46,,14.67,,29.492,,,,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 0:30,191841,4.04,,0.317,,3.09,,42.34,2010,41.73,,7.27,,7.93,,13.82,,29.511,,,,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 0:40,191842,4.06,,0.316,,3.14,,42.87,2010,42.1,,7.25,,7.31,,12.806,,29.541,,,,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 0:50,191843,4.26,,0.318,,3.19,,43.53,2010,42.45,,7.25,,6.69,,11.803,,29.572,,,,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 1:00,191844,4.36,,0.316,,3.22,,43.83,2010,42.82,,7.24,,6.33,,11.219,,29.609,,,,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 1:10,191845,4.32,,0.318,,3.27,,44.44,2010,43.03,,7.22,,5.8,,10.349,,29.64,,,,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 1:20,191846,4.34,,0.316,,3.23,,43.85,2010,42.94,,7.22,,6.07,,10.795,,29.63,,,,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 1:30,191847,4.44,,0.316,,3.29,,44.56,2010,43.16,,7.21,,5.57,,9.966,,29.656,,,,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 1:40,191848,4.44,,0.313,,3.34,,45.17,2010,43.42,,7.21,,4.95,,8.932,,29.667,,,,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 1:50,191849,4.47,,0.312,,3.37,,45.47,2010,43.53,,7.19,,4.77,,8.618,,29.694,,,,10.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 2:00,191850,4.63,,0.311,,3.36,,45.37,2010,43.65,,7.18,,4.53,,8.228,,29.708,,,,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 2:10,191851,4.59,,0.312,,3.43,,46.09,2010,43.78,,7.18,,4.02,,7.352,,29.707,,,,11.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 2:20,191852,4.39,,0.311,,3.17,,42.64,2010,41.92,,7.18,,4.05,,7.403,,29.59,,,,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 2:30,191853,4.28,,0.312,,3.07,,41.59,2010,41.75,,7.22,,6.25,,11.09,,29.465,,,,9.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 2:40,191854,4.47,,0.313,,3.12,,42.42,2010,42.46,,7.21,,6.76,,11.916,,29.496,,,,10.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 2:50,191855,4.42,,0.313,,3.16,,43.11,2010,42.42,,7.23,,7.11,,12.48,,29.462,,,,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 3:00,191856,4.31,,0.314,,3.11,,42.39,2010,42.43,,7.24,,7.17,,12.591,,29.458,,,,9.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 3:10,191857,4.32,,0.316,,3.1,,42.34,2010,42.3,,7.24,,7.41,,12.979,,29.457,,,,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 3:20,191858,4.14,,0.317,,3.04,,41.64,2010,41.48,,7.26,,8.53,,14.78,,29.373,,,,8.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 3:30,191859,4.2,,0.32,,3.12,,42.81,2010,41.47,,7.29,,8.98,,15.487,,29.242,,,,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 3:40,191860,4.28,,0.322,,3.3,,44.93,2010,42.24,,7.29,,7.91,,13.771,,29.113,,,,8.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 3:50,191861,4.18,,0.324,,3.32,,45.23,2010,41.93,,7.3,,8.53,,14.769,,28.955,,,,8.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 4:00,191862,4.14,,0.325,,3.19,,43.71,2010,41.7,,7.3,,8.87,,15.315,,29.17,,,,7.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 4:10,191863,4.06,,0.328,,3.24,,44.53,2010,40.99,,7.33,,10,,17.097,,28.932,,,,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 4:20,191864,4.03,,0.328,,3.26,,44.84,2010,40.58,,7.36,,10.58,,18,,28.944,,,,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 4:30,191865,4.09,,0.329,,3.27,,45.26,2010,39.47,,7.4,,11.89,,20.043,,28.89,,,,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 4:40,191866,3.99,,0.329,,3.38,,46.9,2010,38.91,,7.44,,12.61,,21.144,,28.776,,,,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 4:50,191867,4.02,,0.332,,3.37,,46.96,2010,38.39,,7.47,,13.14,,21.956,,28.834,,,,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 5:00,191868,4.04,,0.331,,3.34,,46.83,2010,37.37,,7.5,,14.09,,23.418,,28.907,,,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 5:10,191869,3.96,,0.332,,3.36,,47.41,2010,36.42,,7.53,,14.95,,24.721,,28.937,,,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 5:20,191870,3.99,,0.333,,3.36,,47.57,2010,35.79,,7.55,,15.36,,25.327,,28.994,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 5:30,191871,3.73,,0.335,,3.44,,48.78,2010,35.11,,7.59,,15.98,,26.259,,28.972,,,,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 5:40,191872,3.94,,0.337,,3.36,,47.96,2010,34.41,,7.6,,16.46,,26.99,,29.062,,,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 5:50,191873,3.99,,0.339,,3.41,,48.6,2010,34.46,,7.61,,16.55,,27.114,,29.036,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 6:00,191874,4.01,,0.339,,3.54,,50.66,,33.29,,7.66,,17.42,,28.413,,29,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 6:10,191875,3.76,,0.343,,3.43,,49.36,2010,32.47,,7.67,,17.77,,28.936,,29.186,,,,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 6:20,191876,3.71,,0.342,,3.39,,48.89,2010,32.44,,7.68,,17.93,,29.173,,29.244,,,,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 6:30,191877,3.39,,0.345,,3.37,,48.9,2010,31.13,,7.7,,18.83,,30.509,,29.388,,,,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 6:40,191878,3.64,,0.344,,3.54,,51.23,,31.06,,7.72,,18.82,,30.491,,29.236,,,,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 6:50,191879,3.8,,0.346,,3.58,,51.98,,30.4,,7.74,,19.22,,31.078,,29.28,,,,3.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 7:00,191880,4.14,,0.346,,3.62,,52.61,,30.05,,7.75,,19.35,,31.265,,29.291,,,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 7:10,191881,4.11,,0.349,,3.52,,51.27,,29.66,,7.75,,19.5,,31.484,,29.344,,,,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 7:20,191882,3.79,,0.349,,3.52,,51.43,,29.16,,7.77,,19.86,,32.014,,29.418,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 7:30,191883,3.69,,0.348,,3.72,,54.49,,28.62,,7.79,,20.17,,32.468,,29.45,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 7:40,191884,3.45,,0.346,,3.7,,54.26,,28.15,,7.8,,20.44,,32.861,,29.501,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 7:50,191885,3.81,,0.351,,3.73,,54.83,,28.09,,7.8,,20.4,,32.805,,29.525,,,,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 8:00,191886,3.24,,0.355,,3.76,,55.28,,27.75,,7.81,,20.76,,33.336,,29.517,,,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 8:10,191887,5.88,,0.359,,3.88,,56.92,,28.15,,7.8,,19.92,,32.109,,29.585,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 8:20,191888,4.63,,0.361,,3.85,,56.39,,28.55,,7.8,,19.88,,32.055,,29.546,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 8:30,191889,3.44,,0.363,,3.67,,53.8,,28.62,,7.8,,20.22,,32.541,,29.548,,,,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 8:40,191890,6.41,,0.362,,3.94,,57.59,,29.23,,7.79,,19.22,,31.081,,29.654,,,,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 8:50,191891,4.61,,0.366,,3.77,,55.1,,29.31,,7.78,,19.42,,31.378,,29.635,,,,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 9:00,191892,3.84,,0.365,,3.58,,52.13,,29.54,,7.73,,18.72,,30.349,,29.536,,,,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 9:10,191893,4.12,,0.369,,3.76,,54.58,,30.75,,7.73,,18.17,,29.543,,29.598,,,,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 9:20,191894,3.63,,0.37,,3.56,,51.65,,30.9,,7.71,,18.16,,29.525,,29.548,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 9:30,191895,3.74,,0.371,,3.48,,50.43,,30.41,,7.66,,17.74,,28.896,,29.543,,,,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 9:40,191896,5.35,,0.376,,3.8,,55.36,,30.33,,7.71,,18.01,,29.309,,29.79,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 9:50,191897,4.07,,0.379,,3.59,,52.07,,31.25,,7.68,,17.6,,28.708,,29.787,,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 10:00,191898,3.76,,0.375,,3.46,,50.12,,31.66,,7.66,,17.38,,28.371,,29.758,,,,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 10:10,191899,3.76,,0.375,,3.37,,48.89,2010,31.89,,7.63,,17.13,,28.012,,29.836,,,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 10:20,191900,3.51,,0.369,,3.37,,48.83,2010,31.82,,7.63,,17.07,,27.91,,29.847,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 10:30,191901,3.74,,0.372,,3.33,,48.19,2010,31.83,,7.63,,17.15,,28.029,,29.822,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 10:40,191902,3.96,,0.369,,3.36,,48.64,2010,31.98,,7.63,,17.18,,28.073,,29.809,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 10:50,191903,3.96,,0.369,,3.37,,48.75,2010,32.39,,7.62,,16.73,,27.405,,29.828,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:00,191904,4.26,,0.367,,3.37,,48.43,2010,33.21,,7.57,,15.73,,25.911,,29.875,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:10,191905,4.08,,0.37,,3.32,,47.73,2010,33.31,,7.56,,15.72,,25.906,,29.849,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:20,191906,3.79,,0.367,,3.16,,45.49,2010,33.2,,7.57,,16.14,,26.527,,29.825,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:30,191907,3.75,,0.369,,3.09,,44.54,2010,33.45,,7.56,,16.16,,26.563,,29.761,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:40,191908,3.53,,0.365,,3.06,,43.88,2010,34.13,,7.54,,15.66,,25.811,,29.716,,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:50,191909,3.39,,0.367,,2.98,,42.72,2010,34.67,,7.52,,15.34,,25.329,,29.696,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 11:50,191910,3.39,,0.367,,2.98,,42.72,2010,34.67,,7.52,,15.34,,25.329,,29.696,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 12:00,191911,3.38,,0.366,,2.94,,42.13,2010,34.85,,7.5,,15.12,,24.987,,29.761,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 12:10,191912,3.54,,0.368,,2.89,,41.35,2010,34.99,,7.49,,14.96,,24.76,,29.811,,,,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 12:20,191913,3.37,,0.365,,2.85,,40.81,2010,35.11,,7.49,,14.92,,24.698,,29.774,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 12:30,191914,3.32,,0.363,,2.83,,40.43,2010,35.35,,7.47,,14.73,,24.404,,29.741,,,,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 12:40,191915,3.32,,0.362,,2.81,,39.99,2010,35.68,,7.46,,14.46,,23.993,,29.717,,,,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 12:50,191916,3.41,,0.364,,2.83,,40.33,2010,35.87,,7.44,,14.04,,23.363,,29.8,,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 13:00,191917,3.42,,0.361,,2.89,,41.13,2010,35.98,,7.43,,13.7,,22.845,,29.873,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 13:10,191918,3.38,,0.352,,2.84,,40.34,2010,36.19,,7.42,,13.59,,22.675,,29.852,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 13:20,191919,3.43,,0.361,,2.91,,41.38,2010,36.31,,7.42,,13.38,,22.357,,29.855,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 13:30,191920,3.51,,0.361,,2.92,,41.4,2010,36.55,,7.42,,13.16,,22.012,,29.845,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 13:40,191921,3.33,,0.358,,2.89,,40.93,2010,36.66,,7.41,,13.11,,21.947,,29.872,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 13:50,191922,3.41,,0.36,,2.91,,41.25,2010,36.97,,7.4,,12.81,,21.488,,29.869,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 14:00,191923,3.44,,0.359,,2.97,,42.01,2010,37.05,,7.4,,12.52,,21.043,,29.936,,,,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 14:10,191924,3.41,,0.358,,3,,42.52,2010,36.97,,7.39,,12.24,,20.613,,30.056,,,,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 14:20,191925,3.43,,0.352,,3.02,,42.86,2010,36.86,,7.39,,12.34,,20.766,,30.083,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 14:30,191926,3.52,,0.353,,3.07,,43.62,2010,36.86,,7.38,,12.32,,20.73,,30.128,,,,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 14:40,191927,3.36,,0.349,,3.06,,43.41,2010,36.62,,7.38,,12.34,,20.772,,30.216,,,,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 14:50,191928,3.47,,0.348,,3.06,,43.49,2010,36.34,,7.39,,12.55,,21.087,,30.238,,,,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 15:00,191929,3.35,,0.344,,3.06,,43.65,2010,36.1,,7.4,,12.82,,21.505,,30.308,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 15:10,191930,3.4,,0.348,,3.11,,44.41,2010,36.14,,7.41,,12.89,,21.612,,30.255,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 15:20,191931,3.43,,0.345,,3.14,,44.9,2010,35.85,,7.41,,13.08,,21.906,,30.315,,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 15:30,191932,3.42,,0.351,,3.15,,44.96,2010,35.85,,7.41,,13.08,,21.912,,30.339,,,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 15:40,191933,3.59,,0.348,,3.14,,44.87,2010,35.89,,7.42,,13.18,,22.054,,30.279,,,,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 15:50,191934,3.47,,0.347,,3.16,,45.2,2010,35.9,,7.42,,13.24,,22.159,,30.252,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 16:00,191935,3.62,,0.347,,3.3,,47.3,2010,35.1,,7.45,,13.79,,22.992,,30.352,,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 16:10,191936,3.65,,0.346,,3.4,,48.85,2010,34.81,,7.46,,13.83,,23.054,,30.432,,,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 16:20,191937,3.68,,0.346,,3.4,,48.86,2010,34.62,,7.47,,14.2,,23.618,,30.358,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 16:30,191938,3.7,,0.349,,3.41,,49.04,2010,34.76,,7.47,,14.06,,23.404,,30.348,,,,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 16:40,191939,3.89,,0.351,,3.46,,49.77,2010,34.59,,7.48,,14.14,,23.532,,30.393,,,,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 16:50,191940,4.07,,0.351,,3.63,,52.43,,33.84,,7.51,,14.53,,24.121,,30.484,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 17:00,191941,4.3,,0.352,,3.63,,52.28,,34.43,,7.5,,14.07,,23.419,,30.431,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 17:10,191942,5.16,,0.356,,3.8,,54.98,,33.42,,7.53,,14.78,,24.502,,30.466,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 17:20,191943,5.02,,0.354,,3.87,,56.07,,32.76,,7.56,,15.37,,25.384,,30.389,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 17:30,191944,5.13,,0.353,,3.88,,56.12,,32.99,,7.54,,15.07,,24.936,,30.376,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 17:40,191945,4.9,,0.353,,3.97,,57.66,,32.16,,7.59,,15.85,,26.113,,30.375,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 17:50,191946,4.74,,0.358,,3.97,,57.55,,32.37,,7.58,,15.75,,25.957,,30.357,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 18:00,191947,5.16,,0.358,,4.09,,59.6,,30.93,,7.63,,16.68,,27.345,,30.372,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 18:10,191948,5.01,,0.36,,4.1,,59.74,,31.03,,7.63,,16.6,,27.233,,30.374,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 18:20,191949,5.1,,0.357,,4.16,,60.65,,30.94,,7.64,,16.74,,27.446,,30.349,,,,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 18:30,191950,4.95,,0.36,,4.18,,61.06,,30.47,,7.65,,17.16,,28.063,,30.339,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 18:40,191951,5.15,,0.361,,4.17,,61.03,,29.95,,7.66,,17.36,,28.364,,30.326,,,,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 18:50,191952,4.8,,0.362,,3.99,,58.14,,31.43,,7.64,,16.5,,27.088,,30.326,,,,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 19:00,191953,4.14,,0.363,,4.07,,58.56,,33.19,,7.61,,15.3,,25.27,,30.049,,,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/12/25 19:10,191954,4.3,,0.364,,4.04,,58.78,,31.54,,7.62,,16.49,,27.063,,30.336,,,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
